b2836	121.02560556	125.876292653	134.485099982
b0185	384.356044032	363.104690344	426.81227796
b3255	490.752180788	498.66377474	413.126548654
b3256	853.828997469	837.561485728	888.112593772
b2316	664.975854727	689.898911654	709.103254448
b4015	2038.81597059	2012.81033348	2355.58772817
b4014	4567.05417026	4776.037027	4209.000429
b0114	8587.49818794	8506.3325458	8584.96675554
b0115	3827.60101981	3873.11669701	3474.16800346
b2296	2276.87732658	2225.83175181	2402.48416059
b1276	448.193726086	469.615399512	415.681218125
b0118	1079.92078808	1077.21058135	1024.23998127
b0404	10.6396136756	26.6276772919	23.904407188
b1094	1392.4594398	1419.73933925	1608.52938445
b2563	51.8681166687	78.6726829079	58.2099686487
b3475	158.264253425	136.769433363	185.943442173
b0463	391.005802579	277.169913629	278.094019501
b0462	676.945420112	752.837057981	812.567368003
b2470	65.1676337632	72.6209380689	83.0267577905
b3265	11.9695653851	10.8931407103	10.4011542727
b3266	54.5280200876	37.5208180022	55.107870006
b4069	14.629468804	18.1552345172	23.904407188
b4067	10.6396136756	21.7862814207	24.2693599695
b1623	77.1371991483	66.5691932298	75.1802729883
b1241	9458.61655763	9733.62639916	9398.2640291
b1478	62.5077303443	59.3070994229	66.0564534509
b4117	1747.55654622	1791.31647237	1848.1208855
b4115	3016.33047704	2970.19636702	3288.04208489
b0474	845.849287212	869.030558891	739.941764485
b1002	91.7666679523	76.2519849723	85.0339980887
b2290	275.300003857	265.066423951	285.39307513
b2379	91.7666679523	102.879662264	98.3547746134
b2697	1619.88118211	1625.49866377	1823.12161997
b1415	47.8782615403	39.9415159379	35.9478489774
b3588	33.2487927363	26.6276772919	23.7219307973
b0505	14.629468804	3.63104690344	6.93410284844
b0512	18.6193239323	18.1552345172	14.4156348691
b0517	6.64975854727	6.05174483907	5.83924450395
b4053	192.842997871	177.921298269	163.863798892
b2435	62.5077303443	71.410589101	79.5597063663
b4169	220.771983769	211.811069368	219.154145289
b2817	86.4468611145	107.721058135	89.9608606389
b1982	449.523677795	422.411789767	458.928122732
b0110	119.695653851	127.086641621	96.1650579244
b0433	53.1980683781	31.4690731632	50.728436628
b0451	55.857971797	54.4657035516	46.5314796408
b1640	73.1473440199	60.5174483907	71.3482687826
b1767	136.985026074	140.400480266	131.200524948
b2957	70.487440601	70.2002401332	60.217208947
b1453	18.6193239323	14.5241876138	21.8971668898
b0049	113.045895304	114.983151942	137.039769452
b4055	33.2487927363	32.679422131	39.7798531831
b0980	1864.59229665	1804.63031101	1661.44753776
b0469	131.665219236	124.665943685	141.784155611
