b2836,149.048424576
b0185,620.281837688
b3255,822.447769972
b3256,1481.505425
b2316,1002.99366812
b4015,3416.14478756
b4014,3645.40122758
b0114,5660.66146539
b0115,3016.88377455
b2296,360.948594455
b1276,539.874932803
b0118,4999.40739783
b0404,18.3787211167
b1094,2004.0727931
b2563,20.4171739058
b3475,29.8654218146
b0463,470.490207698
b0462,1215.73233058
b2470,23.3449339698
b3265,2.29734013959
b3266,19.7534056667
b4069,247.81545291
b4067,68.2390377577
b1623,75.8122246064
b1241,3000.72189719
b1478,127.499254758
b4117,10.7745849091
b4115,1.79576415152
b0474,751.230225645
b1002,104.154320788
b2290,238.923374517
b2379,174.597850609
b2697,2242.20397624
b1415,875.286593182
b3588,32.3237547273
b0505,0
b0512,2.29734013959
b0517,1.79576415152
b4053,135.543068236
b2435,71.4601086704
b4169,116.724669849
b2817,87.2989253043
b1982,319.64601897
b0110,39.5068113334
b0433,116.724669849
b0451,202.165932284
b1640,53.8729245456
b1767,170.993831461
b2957,15.3128804294
b1453,20.4171739058
b0049,84.4009151214
b4055,7.18305660608
b0980,15.3128804294
b0469,298.601168373
b0875,19.7534056667
b0062,6.89202041876
b0063,2.29734013959
b0061,2.55214673823
b2841,10.2085869529
b1901,2.29734013959
b1900,15.3128804294
b4460,22.9734013959
b2818,527.954660547
b3959,336.883369446
b3958,474.081736001
b3359,799.474368576
b3957,367.574422334
b3172,2205.19837807
b3960,860.171028578
b4254,436.494626521
b2923,17.9576415152
b1876,495.116467216
b2310,253.202745364
b2255,43.3864945499
b2253,17.9576415152
b2254,7.65644021469
b2256,8.9788207576
b4544,2.55214673823
b2258,3.59152830304
b2257,12.5703490606
b0908,885.311726699
b3389,666.228500214
b2329,400.687037902
b1693,84.2208423616
b3281,147.029768934
b2601,957.14229276
b0754,1716.11308427
b1704,208.308641576
b3390,411.229990698
b0388,181.202418414
b0112,1082.04720575
b3502,6.89202041876
b3503,7.65644021469
b0863,225.139333679
b0860,558.253653919
b0861,86.7729890998
b0864,158.516469631
b0862,68.2390377577
