argR,107.745849091,101.082966142,79.1165488851
argS,452.532566183,507.712170849,495.116467216
argT,253.202745364,289.464857588,209.276032535
arnA,52.0771603941,34.4601020938,43.3864945499
arnB,17.9576415152,16.0813809771,20.4171739058
arnC,14.3661132122,6.89202041876,7.65644021469
arnD,8.9788207576,13.7840408375,7.65644021469
arnE,3.59152830304,2.29734013959,2.55214673823
arnF,3.59152830304,6.89202041876,2.55214673823
arnT,12.5703490606,13.7840408375,10.2085869529
aroA,885.311726699,948.801477649,778.40475516
aroB,666.228500214,670.823320759,602.306630222
aroC,404.046934092,385.953143451,400.687037902
aroD,59.2602170001,105.677646421,84.2208423616
aroE,167.006066091,147.029768934,132.711630388
aroF,957.14229276,990.153600162,939.189999668
aroG,1707.77170809,1716.11308427,1806.91989067
aroH,208.308641576,190.679231586,232.245353179
aroK,411.229990698,397.439844148,413.447771593
aroL,210.104405728,163.111149911,181.202418414
aroM,30.5279905758,34.4601020938,35.7300543352
aroP,1072.07119846,1082.04720575,1202.06111371
arsB,16.1618773637,6.89202041876,5.10429347646
arsC,8.9788207576,0.0,7.65644021469
arsR,7.18305660608,6.89202041876,2.55214673823
artI,217.287462334,225.139333679,255.214673823
artJ,580.031820941,558.253653919,546.159401981
artM,55.6686886971,91.8936055835,86.7729890998
artP,159.823009485,158.516469631,153.128804294
artQ,68.2390377577,55.1361633501,81.6686956233
ascB,10.7745849091,29.8654218146,25.5214673823
ascF,8.9788207576,16.0813809771,20.4171739058
ascG,84.4009151214,110.2723267,71.4601086704
asd,2891.18028395,3062.35440607,2692.51480883
aslB,8.9788207576,4.59468027917,5.10429347646
asmA,184.963707606,170.003170329,165.889537985
asnA,278.343443486,236.626034377,270.527554252
asnB,461.51138694,484.738769453,502.772907431
asnC,12.5703490606,11.4867006979,22.9693206441
asnS,1436.61132122,1403.67482529,1140.80959199
aspA,136.478075515,114.867006979,94.4294293145
aspC,1542.56140616,1511.64981185,1541.49662989
aspS,976.895698427,1010.82966142,954.502880098
astA,14.3661132122,22.9734013959,15.3128804294
astB,5.38729245456,20.6760612563,17.8650271676
astC,14.3661132122,18.3787211167,22.9693206441
astD,5.38729245456,13.7840408375,15.3128804294
astE,5.38729245456,4.59468027917,10.2085869529
atpA,5974.50733211,5894.97479818,5826.55100338
atpB,1165.45093434,1222.18495426,1089.76665722
atpC,800.910811578,859.205212205,829.447689924
atpD,3537.65537849,3657.36550222,3639.36124871
atpE,603.376754911,576.632375036,375.16557052
atpF,2038.19231197,2184.77047275,2151.45970033
atpG,2370.40868001,2255.98801707,2036.61309711
atpH,1158.26787773,1201.508893,1069.34948332
atpI,325.033311425,259.599435773,206.723885797
avtA,601.580990759,532.982912384,556.367988934
azoR,70.0348019093,57.4335034897,81.6686956233
bacA,59.2602170001,50.5414830709,76.5644021469
baeR,48.485632091,66.622864048,63.8036684557
baeS,23.3449339698,16.0813809771,28.0736141205
bamA,1923.26340628,2003.28060172,1768.63768959
bamB,553.095358668,588.119075734,653.349564987
bamC,675.207320971,640.957898945,717.153233442
bamD,461.51138694,454.873347638,518.08578786
bamE,136.478075515,144.732428794,150.576657556
basR,26.9364622728,13.7840408375,30.6257608587
basS,30.5279905758,41.3521225126,20.4171739058
bax,278.343443486,323.924959682,273.07970099
bcp,580.031820941,542.172272942,326.674782493
bcr,96.971264182,105.677646421,94.4294293145
bcsA,23.3449339698,22.9734013959,28.0736141205
bcsB,30.5279905758,25.2707415355,20.4171739058
bcsC,86.1966792729,94.190945723,99.5337227909
bcsG,125.703490606,142.435088654,102.085869529
bcsZ,14.3661132122,9.18936055835,10.2085869529
bdm,0.0,0.0,5.10429347646
bfd,53.8729245456,59.7308436292,25.5214673823
bfr,342.99095294,317.032939263,229.693206441
bglA,278.343443486,291.762197727,336.883369446
bglB,8.9788207576,2.29734013959,0.0
bglF,43.0983396365,43.6494626521,43.3864945499
bglG,0.0,4.59468027917,0.0
bglH,3.59152830304,0.0,2.55214673823
bglJ,21.5491698182,34.4601020938,38.2822010734
bglX,208.308641576,209.057952702,250.110380346
bhsA,1.79576415152,4.59468027917,0.0
bioA,50.2813962425,62.0281837688,79.1165488851
bioB,113.133141546,128.651047817,96.9815760527
bioC,32.3237547273,32.1627619542,38.2822010734
bioD,30.5279905758,27.568081675,25.5214673823
bioF,66.4432736062,62.0281837688,71.4601086704
bioH,41.3025754849,43.6494626521,35.7300543352
birA,95.1755000305,91.8936055835,86.7729890998
bisC,217.287462334,190.679231586,209.276032535
blc,26.9364622728,20.6760612563,22.9693206441
bolA,104.154320788,64.3255239084,61.2515217175
brnQ,75.4220943638,82.7042450251,89.325135838
bsmA,7.18305660608,4.59468027917,2.55214673823
bssR,14.3661132122,20.6760612563,10.2085869529
bssS,21.5491698182,11.4867006979,17.8650271676
btuC,26.9364622728,57.4335034897,38.2822010734
btuD,93.379735879,85.0015851647,86.7729890998
btuE,66.4432736062,103.380306281,89.325135838
btuF,23.3449339698,48.2441429313,35.7300543352
btuR,46.6898679395,27.568081675,40.8343478117
cadA,5.38729245456,9.18936055835,17.8650271676
cadB,3.59152830304,0.0,0.0
cadC,12.5703490606,6.89202041876,10.2085869529
caiA,25.1406981213,4.59468027917,20.4171739058
caiC,16.1618773637,6.89202041876,15.3128804294
caiD,3.59152830304,4.59468027917,0.0
caiE,0.0,6.89202041876,0.0
caiF,23.3449339698,16.0813809771,28.0736141205
caiT,3.59152830304,2.29734013959,2.55214673823
can,910.45242482,831.63713053,811.582662757
carA,2075.90335916,2046.93006437,2156.5639938
carB,4557.64941656,4479.81327219,4940.95608521
cbl,57.4644528486,62.0281837688,89.325135838
cbpA,82.6051509699,91.8936055835,112.294456482
cbpM,10.7745849091,11.4867006979,17.8650271676
cbrA,5.38729245456,0.0,2.55214673823
cbrB,3.59152830304,16.0813809771,15.3128804294
cbrC,8.9788207576,16.0813809771,12.7607336911
cca,125.703490606,126.353707677,130.15948365
ccmA,8.9788207576,9.18936055835,15.3128804294
ccmB,3.59152830304,2.29734013959,0.0
ccmC,16.1618773637,16.0813809771,22.9693206441
ccmD,0.0,0.0,5.10429347646
ccmE,14.3661132122,4.59468027917,0.0
ccmF,34.1195188789,39.054782373,20.4171739058
ccmG,8.9788207576,6.89202041876,12.7607336911
ccmH,19.7534056667,16.0813809771,17.8650271676
cdaR,14.3661132122,29.8654218146,25.5214673823
cdd,37.7110471819,52.8388232105,56.147228241
cdgR,10.7745849091,16.0813809771,20.4171739058
cdh,7.18305660608,13.7840408375,40.8343478117
cdsA,215.491698182,248.112735075,191.411005367
cedA,1.79576415152,4.59468027917,7.65644021469
cfa,565.665707729,657.039279922,492.564320478
chaA,87.9924434245,62.0281837688,48.4907880263
chaB,0.0,4.59468027917,2.55214673823
chaC,53.8729245456,57.4335034897,45.9386412881
chbA,7.18305660608,6.89202041876,0.0
chbB,3.59152830304,0.0,10.2085869529
chbC,7.18305660608,18.3787211167,7.65644021469
chbF,10.7745849091,9.18936055835,7.65644021469
chbG,7.18305660608,11.4867006979,20.4171739058
chbR,14.3661132122,13.7840408375,10.2085869529
cheA,1082.84578337,1123.39932826,1092.31880396
cheB,237.040868001,202.165932284,209.276032535
cheR,170.597594394,165.40849005,170.993831461
cheW,601.580990759,572.037694757,584.441603054
cheY,438.166452971,351.493041357,283.288287943
cheZ,454.328330334,461.765368057,512.981494384
chiP,1.79576415152,0.0,2.55214673823
chiQ,5.38729245456,2.29734013959,2.55214673823
cho,37.7110471819,36.7574422334,40.8343478117
cirA,1050.52202864,955.693498068,1002.99366812
citC,3.59152830304,2.29734013959,0.0
citD,0.0,0.0,0.0
citE,3.59152830304,0.0,0.0
citF,1.79576415152,0.0,2.55214673823
citX,0.0,0.0,2.55214673823
clcA,57.4644528486,59.7308436292,35.7300543352
clcB,12.5703490606,16.0813809771,22.9693206441
cld,930.205830487,921.233395974,844.760570354
clpB,346.582481243,388.25048359,347.091956399
clpP,337.603660486,314.735599123,326.674782493
clpS,43.0983396365,43.6494626521,40.8343478117
clpX,982.282990881,948.801477649,964.711467051
cls,161.618773637,144.732428794,122.503043435
cmk,161.618773637,156.219129492,227.141059702
cmoA,96.971264182,112.56966684,76.5644021469
cmoB,87.9924434245,85.0015851647,99.5337227909
cmtA,0.0,4.59468027917,0.0
cmtB,0.0,2.29734013959,2.55214673823
cnu,1.79576415152,0.0,5.10429347646
coaA,107.745849091,124.056367538,112.294456482
coaD,34.1195188789,27.568081675,38.2822010734
coaE,66.4432736062,50.5414830709,91.8772825762
cobB,138.273839667,114.867006979,140.368070603
cobC,17.9576415152,22.9734013959,30.6257608587
cobS,55.6686886971,43.6494626521,38.2822010734
cobT,87.9924434245,78.1095647459,94.4294293145
cobU,28.7322264243,16.0813809771,40.8343478117
cof,30.5279905758,20.6760612563,12.7607336911
copA,815.27692479,822.447769972,1025.96298877
corA,122.111962303,149.327109073,104.638016267
cpdA,140.069603819,85.0015851647,160.785244508
cpdB,100.562792485,62.0281837688,89.325135838
cpsB,10.7745849091,6.89202041876,15.3128804294
cpsG,1.79576415152,0.0,10.2085869529
cpxA,199.329820819,190.679231586,168.441684723
cpxP,16.1618773637,20.6760612563,10.2085869529
cpxR,240.632396304,220.5446534,170.993831461
cra,175.984886849,195.273911865,165.889537985
crcB,28.7322264243,29.8654218146,30.6257608587
creA,44.894103788,52.8388232105,48.4907880263
creB,52.0771603941,43.6494626521,45.9386412881
creC,25.1406981213,36.7574422334,30.6257608587
creD,16.1618773637,9.18936055835,15.3128804294
crl,210.104405728,202.165932284,229.693206441
crp,711.122604002,719.067463691,683.975325845
crr,1499.46306652,1479.48704989,1191.85252675
csdA,84.4009151214,85.0015851647,91.8772825762
csdE,46.6898679395,27.568081675,25.5214673823
csdL,55.6686886971,85.0015851647,66.355815194
csgA,12.5703490606,11.4867006979,10.2085869529
csgB,1.79576415152,0.0,0.0
csgD,39.5068113334,34.4601020938,25.5214673823
csgE,19.7534056667,27.568081675,22.9693206441
csgF,17.9576415152,20.6760612563,17.8650271676
csgG,55.6686886971,57.4335034897,51.0429347646
csiD,26.9364622728,29.8654218146,35.7300543352
csiE,21.5491698182,18.3787211167,22.9693206441
csiR,34.1195188789,41.3521225126,35.7300543352
cspA,386.089292577,372.169102613,344.539809661
cspD,105.95008494,105.677646421,79.1165488851
cspE,1653.89878355,1621.92213855,1293.93839628
cspG,0.0,0.0,2.55214673823
cspH,1.79576415152,0.0,0.0
csrA,132.886547212,89.5962654439,30.6257608587
csrD,96.971264182,73.5148844668,51.0429347646
cueO,359.152830304,303.248898425,319.018342279
cueR,35.9152830304,41.3521225126,33.177907597
curA,114.928905697,80.4069048855,71.4601086704
cusA,411.229990698,379.061123032,444.073532452
cusB,292.709556698,310.140918844,377.717717258
cusC,614.15133982,567.443014478,681.423179107
cusF,175.984886849,188.381891446,229.693206441
cusR,123.907726455,114.867006979,99.5337227909
cusS,100.562792485,75.8122246064,81.6686956233
cutA,21.5491698182,25.2707415355,25.5214673823
cutC,48.485632091,64.3255239084,56.147228241
cvpA,371.723179365,356.087721636,311.361902064
cvrA,104.154320788,96.4882858626,112.294456482
cyaA,894.290547457,882.178613601,722.257526919
cyaY,39.5068113334,50.5414830709,43.3864945499
cybB,89.788207576,85.0015851647,84.2208423616
cycA,344.786717092,323.924959682,319.018342279
cydA,486.652085062,475.549408894,339.435516184
cydB,298.096849152,259.599435773,250.110380346
cydC,156.231481182,149.327109073,127.607336911
cydD,165.21030194,179.192530888,191.411005367
cynS,0.0,0.0,2.55214673823
cynX,1.79576415152,4.59468027917,2.55214673823
cyoA,2490.72487816,2350.1789628,2695.06695557
cyoB,3611.28170871,3540.2011551,3366.28154772
cyoC,606.968283214,622.579177828,671.214592154
cyoD,314.258726516,342.303680798,375.16557052
cyoE,1054.11355694,1003.937641,1079.55807027
cysA,317.850254819,379.061123032,403.23918464
cysB,158.027245334,137.840408375,117.398749959
cysC,211.900169879,227.436673819,216.932472749
cysD,542.320773759,491.630789871,523.190081337
cysE,138.273839667,114.867006979,117.398749959
cysG,95.1755000305,110.2723267,122.503043435
cysH,596.193698304,507.712170849,375.16557052
cysI,1190.59163246,1176.23815147,1148.4660322
cysJ,960.733821063,1013.12700156,934.085706192
cysK,2745.72338767,3007.21824272,2748.66203707
cysM,409.434226546,452.576007499,461.938559619
cysN,937.388887093,980.964239603,1066.79733658
cysP,328.624839728,307.843578705,308.809755326
cysQ,59.2602170001,68.9202041876,74.0122554086
cysS,292.709556698,264.194116052,362.404836828
cysU,120.316198152,98.7856260022,125.055190173
cysW,149.048424576,165.40849005,145.472364079
cysZ,43.0983396365,50.5414830709,30.6257608587
cytR,98.7670283336,140.137748515,127.607336911
dacA,368.131651061,369.871762473,441.521385714
dacB,66.4432736062,75.8122246064,96.9815760527
dacC,183.167943455,133.245728096,142.920217341
dacD,41.3025754849,18.3787211167,15.3128804294
dadA,70.0348019093,59.7308436292,68.9079619322
dadX,26.9364622728,39.054782373,48.4907880263
dam,123.907726455,176.895190748,150.576657556
damX,779.361641759,716.770123551,875.386331212
dapA,669.820028517,705.283422853,783.509048636
dapB,466.898679395,576.632375036,467.042853096
dapD,1147.49329282,1217.59027398,1043.82801594
dapE,129.295018909,98.7856260022,127.607336911
dapF,199.329820819,197.571252004,204.171739058
dbpA,84.4009151214,62.0281837688,38.2822010734
dcd,113.133141546,114.867006979,148.024510817
dcp,475.877500153,475.549408894,367.509130305
dcrB,179.576415152,167.70583019,155.680951032
dctA,186.759471758,197.571252004,199.067445582
dctR,7.18305660608,4.59468027917,2.55214673823
dcuA,303.484141607,337.709000519,296.049021635
dcuB,5.38729245456,6.89202041876,7.65644021469
dcuD,1.79576415152,4.59468027917,7.65644021469
dcuR,43.0983396365,32.1627619542,43.3864945499
ddlA,86.1966792729,98.7856260022,109.742309744
ddlB,188.55523591,165.40849005,163.337391247
ddpA,25.1406981213,18.3787211167,15.3128804294
ddpB,7.18305660608,9.18936055835,15.3128804294
ddpC,8.9788207576,6.89202041876,5.10429347646
ddpD,10.7745849091,6.89202041876,0.0
ddpF,17.9576415152,20.6760612563,7.65644021469
ddpX,10.7745849091,2.29734013959,5.10429347646
deaD,890.699019154,907.449355137,1125.49671156
dedA,82.6051509699,103.380306281,68.9079619322
dedD,100.562792485,80.4069048855,81.6686956233
def,238.836632152,179.192530888,222.036766226
degP,281.934971789,238.923374517,227.141059702
degQ,104.154320788,130.948387956,104.638016267
degS,71.8305660608,66.622864048,43.3864945499
deoA,109.541613243,110.2723267,153.128804294
deoB,308.871434061,344.601020938,326.674782493
deoC,62.8517453032,87.2989253043,71.4601086704
deoD,287.322264243,241.220714657,252.662527085
deoR,61.0559811517,75.8122246064,53.5950815028
der,454.328330334,431.899946242,438.969238975
dfp,183.167943455,199.868592144,160.785244508
dgoA,0.0,2.29734013959,5.10429347646
dgoD,12.5703490606,4.59468027917,15.3128804294
dgoK,5.38729245456,2.29734013959,5.10429347646
dgoR,16.1618773637,25.2707415355,20.4171739058
dgoT,7.18305660608,0.0,5.10429347646
dgsA,120.316198152,85.0015851647,63.8036684557
dgt,75.4220943638,36.7574422334,51.0429347646
dhaK,204.717113273,149.327109073,181.202418414
dhaL,89.788207576,96.4882858626,79.1165488851
dhaM,296.301085001,255.004755494,245.00608687
dhaR,48.485632091,36.7574422334,22.9693206441
diaA,70.0348019093,96.4882858626,109.742309744
dicB,0.0,0.0,0.0
dinB,26.9364622728,27.568081675,28.0736141205
dinD,10.7745849091,20.6760612563,12.7607336911
dinF,26.9364622728,22.9734013959,28.0736141205
dinG,68.2390377577,82.7042450251,53.5950815028
dinI,32.3237547273,57.4335034897,66.355815194
dinJ,14.3661132122,20.6760612563,10.2085869529
djlA,68.2390377577,55.1361633501,63.8036684557
djlC,19.7534056667,25.2707415355,7.65644021469
dkgA,224.47051894,215.949973121,265.423260776
dkgB,19.7534056667,34.4601020938,28.0736141205
dksA,346.582481243,422.710585684,423.656358546
dld,479.469028456,516.901531407,464.490706358
dmlA,7.18305660608,25.2707415355,12.7607336911
dmlR,48.485632091,32.1627619542,25.5214673823
dmsA,25.1406981213,39.054782373,25.5214673823
dmsB,0.0,6.89202041876,0.0
dmsC,23.3449339698,9.18936055835,15.3128804294
dmsD,39.5068113334,34.4601020938,30.6257608587
dnaA,334.012132183,425.007925823,385.374157473
dnaB,342.99095294,284.870177309,370.061277043
dnaC,34.1195188789,27.568081675,48.4907880263
dnaE,529.750424698,562.848334199,490.01217374
dnaG,402.25116994,395.142504009,410.895624855
dnaJ,244.223924607,209.057952702,306.257608587
dnaK,1485.09695331,1399.08014501,1513.42301577
dnaN,292.709556698,264.194116052,301.153315111
dnaQ,96.971264182,96.4882858626,109.742309744
dnaT,25.1406981213,16.0813809771,40.8343478117
dnaX,289.118028395,319.330279403,288.39258142
dosC,95.1755000305,78.1095647459,61.2515217175
dosP,61.0559811517,96.4882858626,58.6993749793
dpiA,19.7534056667,16.0813809771,17.8650271676
dpiB,43.0983396365,43.6494626521,28.0736141205
dppA,1776.01074585,1847.06147223,1676.76040702
dppB,192.146764213,158.516469631,201.61959232
dppC,122.111962303,117.164347119,99.5337227909
dppD,174.189122697,204.463272423,209.276032535
dppF,231.653575546,204.463272423,214.380326011
dps,623.130160577,624.876517967,640.588831295
dsbA,247.81545291,245.815394936,188.858858629
dsbB,64.6475094547,75.8122246064,71.4601086704
dsbC,131.090783061,153.921789352,127.607336911
dsbD,100.562792485,98.7856260022,117.398749959
dsdA,39.5068113334,39.054782373,33.177907597
dtd,82.6051509699,64.3255239084,86.7729890998
dtpA,17.9576415152,18.3787211167,17.8650271676
dtpB,35.9152830304,20.6760612563,28.0736141205
dtpD,41.3025754849,78.1095647459,48.4907880263
dusA,95.1755000305,133.245728096,94.4294293145
dusB,1242.66879285,1125.6966684,1036.17157572
dusC,32.3237547273,27.568081675,33.177907597
dut,80.8093868184,103.380306281,150.576657556
dxr,123.907726455,128.651047817,163.337391247
dxs,375.314707668,392.845163869,377.717717258
eamA,152.639952879,149.327109073,68.9079619322
eamB,3.59152830304,2.29734013959,10.2085869529
ebgA,12.5703490606,16.0813809771,7.65644021469
ebgC,0.0,0.0,0.0
ebgR,37.7110471819,13.7840408375,30.6257608587
ecnA,0.0,0.0,0.0
ecnB,46.6898679395,41.3521225126,76.5644021469
eco,5.38729245456,13.7840408375,12.7607336911
ecpD,1.79576415152,0.0,0.0
eda,175.984886849,199.868592144,170.993831461
edd,123.907726455,144.732428794,104.638016267
efeB,289.118028395,323.924959682,278.183994467
efeO,614.15133982,631.768538386,576.78516284
efp,822.459981396,806.366388995,780.956901898
elaA,50.2813962425,59.7308436292,15.3128804294
elaB,177.780651,199.868592144,237.349646655
elbB,68.2390377577,87.2989253043,71.4601086704
elfA,8.9788207576,6.89202041876,5.10429347646
elfD,1.79576415152,0.0,0.0
elfG,16.1618773637,6.89202041876,2.55214673823
emrA,179.576415152,156.219129492,176.098124938
emrB,79.0136226669,130.948387956,104.638016267
emrD,0.0,2.29734013959,0.0
emrK,1.79576415152,0.0,0.0
emrY,1.79576415152,6.89202041876,0.0
emtA,98.7670283336,66.622864048,91.8772825762
endA,3.59152830304,4.59468027917,2.55214673823
eno,4546.87483165,4553.32815666,4361.61877563
entA,116.724669849,85.0015851647,150.576657556
entB,179.576415152,192.976571725,239.901793394
entC,353.765537849,349.195701217,385.374157473
entD,30.5279905758,29.8654218146,20.4171739058
entE,364.540122758,399.737184288,433.864945499
entF,481.264792607,526.090891965,630.380244343
entH,95.1755000305,55.1361633501,89.325135838
entS,136.478075515,130.948387956,125.055190173
envC,215.491698182,227.436673819,206.723885797
envR,5.38729245456,2.29734013959,0.0
envZ,95.1755000305,66.622864048,76.5644021469
epd,289.118028395,300.951558286,311.361902064
eptA,7.18305660608,6.89202041876,5.10429347646
eptB,43.0983396365,41.3521225126,35.7300543352
era,395.068113334,408.926544846,395.582744425
erfK,52.0771603941,59.7308436292,33.177907597
erpA,46.6898679395,78.1095647459,71.4601086704
etk,16.1618773637,39.054782373,51.0429347646
etp,1.79576415152,4.59468027917,5.10429347646
eutA,7.18305660608,2.29734013959,2.55214673823
eutB,159.823009485,183.787211167,199.067445582
eutC,17.9576415152,18.3787211167,38.2822010734
eutD,1.79576415152,0.0,5.10429347646
eutE,3.59152830304,0.0,0.0
eutG,0.0,4.59468027917,2.55214673823
eutH,1.79576415152,0.0,0.0
eutJ,3.59152830304,0.0,0.0
eutK,8.9788207576,6.89202041876,12.7607336911
eutL,17.9576415152,20.6760612563,20.4171739058
eutM,1.79576415152,6.89202041876,2.55214673823
eutN,0.0,0.0,0.0
eutP,0.0,2.29734013959,5.10429347646
eutQ,0.0,0.0,2.55214673823
eutR,21.5491698182,32.1627619542,15.3128804294
eutS,0.0,0.0,0.0
eutT,3.59152830304,0.0,5.10429347646
evgA,86.1966792729,82.7042450251,66.355815194
evgS,120.316198152,98.7856260022,86.7729890998
exbB,777.565877608,778.79830732,737.570407348
exbD,314.258726516,277.97815689,237.349646655
exoX,35.9152830304,43.6494626521,38.2822010734
exuR,75.4220943638,85.0015851647,81.6686956233
exuT,16.1618773637,9.18936055835,15.3128804294
fabA,369.927415213,408.926544846,415.999918331
fabB,978.691462578,918.936055835,1018.30654855
fabD,899.677839911,944.20679737,1018.30654855
fabF,1415.0621514,1461.10832878,1679.31255375
fabG,1239.07726455,1229.07697468,1355.189918
fabH,766.791292699,725.959484109,768.196168207
fabI,1082.84578337,1190.02219231,1301.5948365
fabR,98.7670283336,110.2723267,91.8772825762
fabZ,511.792783183,489.333449732,418.55206507
fadA,26.9364622728,27.568081675,28.0736141205
fadB,116.724669849,87.2989253043,86.7729890998
fadD,79.0136226669,71.2175443272,56.147228241
fadE,104.154320788,80.4069048855,119.950896697
fadH,8.9788207576,25.2707415355,17.8650271676
fadI,41.3025754849,39.054782373,28.0736141205
fadJ,79.0136226669,68.9202041876,66.355815194
fadK,5.38729245456,4.59468027917,7.65644021469
fadL,175.984886849,202.165932284,163.337391247
fadM,5.38729245456,4.59468027917,5.10429347646
fadR,118.520434,91.8936055835,122.503043435
fau,34.1195188789,18.3787211167,17.8650271676
fbaA,2718.7869254,2807.34965057,2914.55157506
fbaB,371.723179365,390.54782373,400.687037902
fbp,285.526500092,273.383476611,245.00608687
