pfba	b2283	b0728	b0721	b2261	b1210	b4160	b3255	b3770	b0592	b0068	b0428	b0590	b0103	b3919	b0116	b0175	b2281	b2311	b3816	b3735	b2764	b2400	b0420	b2877	b1098	b2240	b2747	b1208	b3116	b1206	b3974	b0414	b1329	b2153	b1779	b0726	b3730	b0783	b0154	b0589	b2529	b0477	b3734	b0692	b1244	b0199	b3639	b2964	b3833	b1912	b0729	b0785	b0087	b2264	b2066	b2284	b2528	b3835	b1247	b3843	b2585	b0067	b2551	b4386	b0529	b2501	b4384	b1094	b4040	b2287	b2515	b3634	b2156	b3187	b2282	b0401	b0910	b0174	b3966	b1981	b0829	b3368	b1252	b1711	b2615	b0158	b0415	b3541	b3805	b0784	b1238	b0452	b0009	b0260	b0723	b3430	b0588	b3196	b2280	b4238	b0736	b3256	b0474	b0123	b1453	b3018	b0908	b3258	b0831	b2263	b1015	b3447	b3429	b3058	b2278	b1246	b3176	b4039	b3006	b3997	b0197	b2232	b3648	b3857	b1069	b0142	b2262	b0369	b3041	b0751	b0662	b2276	b2530	b1812	b3930	b0781	b0025	b0185	b3736	b1415	b2746	b3771	s0001	b4233	b0475	b0826	b0830	b2329	b3666	b0112	b3738	b3608	b3040	b2942	b0421	b2587	b1662	b3236	b0173	b4077	b2907	b0914	b2763	b3850	b0584	b3731	b3774	b3733	b3972	b1106	b0261	b2260	b2926	b4041	b2277	b3732	b1096	b2436	b0090	b0417	b0928	b1605	b3544	b4209	b2286	b0832	b0198	b0827	b0086	b3005	b4111	b3189	b2687	b0159	b0593	b3804	b1277	b3543	b3540	b3161	b0724	b2315	b0066	b1245	b3737	b2239	b2836	b3708	b1378	b2279	b2344	b3941	b3542	b1709	b0722	b2288	b0727	b3177	b2285	b3360	b0029	b2316	b2779	b0411	b3807
pfba	b2283	b0721	b0728	b2261	b1210	b4160	b3255	b0592	b0068	b0428	b0590	b3919	b0103	b0116	b2281	b2311	b3816	b0175	b3735	b2400	b0420	b2877	b1098	b2240	b2747	b1208	b1206	b3974	b0414	b1186	b1329	b2153	b3730	b1779	b0726	b0783	b0154	b0589	b2529	b0477	b3734	b1244	b0199	b3639	b2265	b2964	b4383	b3833	b1912	b0785	b0729	b0087	b2264	b2066	b2284	b2528	b3835	b1247	b3843	b2585	b0067	b2551	b4386	b0529	b2501	b4384	b4040	b1094	b2287	b2515	b3634	b2156	b3187	b2282	b3844	b0401	b0910	b0174	b3966	b1981	b0829	b3368	b1252	b1711	b2615	b0158	b0415	b3541	b3805	b0784	b0260	b0452	b0009	b0723	b1238	b3430	b0588	b3196	b2280	b4238	b0736	b3256	b0474	b3018	b0908	b3258	b0831	b3058	b2263	b3429	b3176	b4381	b2278	b1246	b4039	b2232	b0888	b3006	b3997	b0197	b3648	b3857	b1069	b0142	b0369	b2262	b3041	b0751	b0662	b2276	b2530	b1812	b3930	b0185	b0781	b0025	b3736	b1415	b2746	b4025	s0001	b4233	b0475	b0826	b0830	b3666	b2329	b0112	b3738	b3608	b0421	b2942	b3040	b2587	b1662	b3236	b3365	b0173	b0914	b2907	b3850	b0584	b3731	b3733	b3089	b3972	b1106	b2235	b0261	b2260	b2234	b2926	b4041	b2827	b2277	b1761	b3732	b1096	b2436	b0090	b0417	b0928	b3544	b4209	b0086	b0832	b2286	b4111	b0827	b3005	b3366	b0198	b3189	b2687	b0159	b3804	b1277	b3543	b3540	b3161	b0724	b2315	b0066	b1245	b3737	b2239	b2836	b3708	b2279	b2344	b3941	b1709	b3542	b0722	b2288	b0727	b2316	b2285	b0029	b3177	b3360	b2779	b0411	b3807
pfba	b2261	b3255	b4160	b1210	b3770	b0592	b0068	b0428	b0590	b0103	b4208	b3816	b0175	b2311	b3735	b2400	b0420	b2877	b2406	b1098	b2747	b1208	b3116	b1206	b0414	b3974	b1186	b1329	b2153	b3730	b1779	b0783	b0154	b0589	b2529	b0477	b3734	b3654	b1244	b3639	b3833	b1912	b0785	b2264	b0087	b2066	b2528	b3835	b1247	b3843	b2585	b0067	b2551	b4386	b0529	b2501	b1094	b4040	b2515	b3634	b2156	b3187	b3844	b0401	b0910	b0174	b3966	b1981	b0829	b3368	b1252	b1711	b2615	b0158	b0415	b3805	b0784	b0452	b1238	b0009	b0260	b3430	b0588	b3196	b0736	b3256	b0474	b0123	b1453	b3018	b0908	b3258	b0831	b2263	b3058	b3429	b3176	b1246	b4039	b2232	b0888	b3006	b3997	b3648	b3857	b2407	b1069	b0142	b2262	b0369	b3041	b0751	b3924	b0662	b2530	b1812	b3930	b0185	b3736	b0781	b0025	b2746	b1415	b3771	s0001	b4233	b0475	b0826	b0830	b2329	b3666	b0112	b3738	b1662	b3608	b2942	b0421	b2587	b3040	b0173	b0914	b2907	b3850	b0584	b3731	b3774	b3089	b3733	b3972	b2235	b1106	b2260	b0261	b2234	b2926	b4041	b3732	b1096	b2436	b0090	b0417	b0928	b0086	b0832	b0827	b4111	b3005	b3189	b2687	b0159	b0593	b3804	b1277	b0066	b2315	b1245	b3737	b2836	b2344	b3941	b1709	b3177	b0029	b3360	b2316	b2779	b0411	b3807
pfba	b2283	b0728	b2261	b3255	b4160	b1210	b0592	b0068	b0428	b0590	b0103	b0116	b2281	b4208	b3816	b0175	b2311	b2979	b2400	b0420	b2877	b4468	b1098	b2406	b1818	b2747	b1208	b3116	b1206	b3974	b0414	b1329	b2153	b1779	b3730	b0726	b0783	b0154	b0589	b2529	b1244	b0199	b3639	b2265	b2964	b4383	b3833	b4382	b1912	b0785	b0729	b0087	b2264	b2066	b2284	b2528	b3831	b3835	b1247	b3843	b2585	b0067	b2551	b4386	b0529	b2501	b4467	b4040	b1094	b2515	b2287	b3634	b2156	b3187	b2282	b3844	b0401	b0910	b3966	b0174	b1981	b0829	b3368	b1252	b1711	b2615	b0158	b0415	b3541	b3805	b0784	b1238	b0260	b0009	b0452	b3430	b0588	b4238	b3196	b2280	b0736	b3256	b0474	b0123	b3018	b0908	b3258	b3176	b3058	b2263	b3429	b2498	b4381	b2278	b1246	b0831	b4039	b3006	b0197	b2232	b3997	b0888	b3648	b2415	b1817	b3857	b0980	b2407	b1819	b1069	b0142	b2262	b0369	b3041	b2416	b0751	b0662	b2276	b2530	b1812	b0019	b3930	b0185	b0025	b0781	b2746	b1415	b4025	s0001	b4233	b0475	b0826	b0830	b2329	b0112	b1662	b1207	b2942	b3608	b2587	b3040	b0421	b3236	b0173	b0914	b2907	b3850	b0584	b3089	b3972	b1106	b2235	b0261	b2260	b2234	b2926	b4041	b2277	b1096	b2436	b0090	b0417	b0928	b3544	b2286	b0198	b0832	b0827	b4111	b0086	b3005	b3189	b2687	b0159	b3804	b1277	b3543	b3540	b2315	b0066	b1245	b2836	b1378	b2279	b2344	b3941	b1709	b3542	b2288	b0727	b2316	b3177	b3360	b2285	b0029	b2779	b3807
