reactions,GIMME,iMAT,MBA,CORDA,RegrEx
BTS5,1,0,0,0,0
BUTCT,1,0,0,0,0
BUTSO3abcpp,0,0,0,0,0
BUTSO3tex,1,0,0,0,0
BUTt2rpp,1,0,0,0,0
BUTtex,1,0,0,0,0
BWCOGDS1,0,0,0,0,0
BWCOGDS2,0,0,0,0,0
BWCOS,1,0,0,0,0
CA2t3pp,0,0,0,1,1
CA2tex,1,0,0,0,1
CADVtpp,0,1,1,1,0
CAT,1,0,0,0,0
CAt6pp,1,0,0,1,1
CBIAT,0,0,0,0,0
CBItonex,1,0,0,0,0
CBIuabcpp,0,0,0,0,0
CBL1abcpp,1,0,0,0,0
CBL1tonex,1,0,0,0,0
CBLAT,1,0,0,0,1
CBMD,1,0,1,1,0
CBMKr,0,0,0,1,1
CBPS,1,1,1,0,0
CCGS,0,0,0,0,0
CD2abcpp,0,0,0,0,0
CD2t3pp,1,0,1,1,0
CD2tex,1,0,0,0,0
CD2tpp,0,0,1,1,0
CDAPPA120,0,0,0,1,0
CDAPPA140,0,0,0,0,0
CDAPPA141,0,0,0,1,0
CDAPPA160,0,0,0,1,0
CDAPPA161,0,0,0,1,0
CDAPPA180,0,0,0,1,0
CDAPPA181,0,0,0,1,0
CDGR,0,0,0,0,0
CDGS,1,0,0,0,0
CDPMEK,1,0,0,1,0
CFAS160E,1,0,0,0,0
CFAS160G,1,0,0,0,0
CFAS180E,1,0,0,0,0
CFAS180G,1,0,0,0,0
CGLYabcpp,1,1,1,1,0
CGLYtex,1,1,1,1,1
CHLabcpp,0,0,0,0,0
CHLt2pp,0,0,0,0,0
CHLtex,1,0,0,0,0
CHOLD,1,0,0,0,0
CHORM,1,1,1,1,0
CHORS,1,1,1,1,0
CHRPL,1,0,0,1,0
CHTBSptspp,1,0,0,0,0
CHTBStex,1,0,0,0,0
CINNDO,0,0,0,0,0
CITL,0,0,0,1,0
CITt3pp,1,1,1,1,1
CITt7pp,1,0,1,1,1
CITtex,1,1,1,1,1
CLIPAabctex,1,1,1,1,0
CLPNH120pp,1,0,0,0,0
CLPNH140pp,1,0,0,0,0
CLPNH141pp,1,0,1,1,0
CLPNH160pp,1,1,0,0,0
CLPNH161pp,1,0,0,1,0
CLPNH180pp,1,0,0,1,0
CLPNH181pp,1,0,1,1,0
CLPNS120pp,1,0,0,0,0
CLPNS140pp,1,0,0,0,0
CLPNS141pp,1,0,1,1,0
CLPNS160pp,1,1,0,0,0
CLPNS161pp,1,0,0,1,0
CLPNS180pp,1,0,0,1,0
CLPNS181pp,1,0,1,1,0
CLt3_2pp,1,0,0,1,0
CLtex,1,0,0,1,1
CMPN,1,0,0,1,0
CMPtex,1,0,0,0,0
CMtex,1,1,1,1,1
CMtpp,1,1,1,1,0
CO2tex,1,1,1,1,1
CO2tpp,1,1,0,1,1
COBALT2abcpp,0,0,0,1,0
COBALT2t3pp,1,1,1,1,0
COBALT2tex,1,0,0,0,1
COBALT2tpp,1,1,1,1,0
COLIPAKpp,0,0,1,1,0
COLIPAPabctex,1,0,1,1,0
COLIPAabcpp,1,1,1,1,0
COLIPAabctex,1,1,1,1,0
CPGNR1,1,0,1,1,0
CPGNR2,1,0,0,1,0
CPGNR3,1,0,0,0,0
CPGNUtex,1,0,1,1,0
CPGNUtpp,1,0,1,1,0
CPGNabcpp,0,0,1,1,0
CPGNexs,1,0,1,1,0
CPGNtonex,1,0,1,1,0
CPH4S,0,0,0,0,0
CPMPS,1,0,0,0,0
CPPPGO,1,0,0,1,0
CPPPGO2,1,1,1,1,0
CRNBTCT,1,0,0,0,0
CRNCAL2,0,0,0,0,0
CRNCAR,0,0,0,0,0
CRNCBCT,1,0,0,0,0
CRNCDH,0,0,0,0,0
CRNDCAL2,0,0,0,0,0
CRNDabcpp,0,0,0,1,0
CRNDt2rpp,1,1,1,1,1
CRNDtex,1,0,0,0,0
CRNabcpp,0,0,0,1,0
CRNt2rpp,1,1,1,1,1
CRNt7pp,0,0,0,0,0
CRNt8pp,0,1,1,1,1
CRNtex,1,0,0,0,0
CS,1,1,1,1,1
CSND,1,0,0,1,0
CSNt2pp,1,0,0,0,0
CSNtex,1,0,0,0,0
CTBTCAL2,0,0,0,0,0
CTBTabcpp,0,0,1,0,0
CTBTt2rpp,1,0,1,0,1
CTECOAI6,0,0,1,1,1
CTECOAI7,0,1,0,1,1
CTECOAI8,0,1,1,1,1
CTPS2,1,1,1,1,0
CU1Opp,1,0,0,0,0
CU1abcpp,1,0,0,0,0
CU2abcpp,0,0,0,1,0
CU2tex,1,0,0,1,1
CU2tpp,1,0,0,1,0
CUt3,1,0,0,0,0
CUtex,1,0,0,0,0
CYANST,0,0,0,0,0
CYANSTpp,0,0,0,0,0
CYANtex,1,0,0,0,0
CYNTAH,0,0,0,0,0
CYNTt2pp,0,0,0,0,0
CYNTtex,1,0,0,0,0
CYSDDS,1,0,0,0,0
CYSDS,1,1,1,1,1
CYSDabcpp,1,0,0,0,0
CYSDtex,1,0,0,0,0
CYSS,1,1,1,1,1
CYSSADS,0,0,0,0,0
CYSTL,1,1,1,1,0
CYSTRS,1,0,0,0,0
CYSabc2pp,1,1,1,1,0
CYSabcpp,1,1,0,1,0
CYStex,1,1,1,1,1
CYStpp,1,1,1,1,0
CYTBD2pp,1,1,1,1,1
CYTBDpp,1,1,1,1,1
CYTBO3_4pp,1,1,1,1,1
CYTD,0,0,0,1,0
CYTDH,0,0,0,1,0
CYTDK2,1,1,1,1,0
CYTDt2pp_copy1,1,1,1,1,1
CYTDt2pp_copy2,1,1,1,1,1
CYTDtex,1,1,1,1,1
CYTK1,1,1,1,1,1
CYTK2,1,0,1,1,1
D_LACt2pp,0,1,1,1,1
D_LACtex,1,1,1,1,1
DAAD,0,0,0,1,0
DADA,0,0,1,1,0
DADK,1,1,1,1,1
DADNt2pp,1,0,0,0,0
DADNtex,1,0,0,0,0
DAGK120,1,0,0,1,0
DAGK140,1,0,0,1,0
DAGK141,1,0,0,1,0
DAGK160,1,1,0,1,0
DAGK161,1,1,0,1,0
DAGK180,1,0,0,1,0
DAGK181,1,1,1,1,0
DALAt2pp,1,1,1,1,0
DALAtex,1,1,1,1,1
DAMPtex,1,0,0,0,0
DAPAL,0,0,0,0,0
DAPDC,1,1,1,1,0
DAPE,1,1,1,1,1
DAPabcpp,1,0,0,0,0
DAPtex,1,1,1,1,1
DASYN120,1,0,1,1,0
DASYN140,1,0,1,0,0
DASYN141,1,0,1,1,0
DASYN160,1,1,1,1,0
DASYN161,1,1,1,1,0
DASYN180,1,1,1,1,0
DASYN181,1,1,1,1,0
DATPHs,1,0,0,0,0
DB4PS,1,0,0,0,0
DBTS,1,0,0,0,0
DC6PH,0,0,0,0,0
DCAtex,1,0,0,0,0
DCMPtex,1,0,0,0,0
DCTPD,1,1,1,1,0
DCYTD,0,0,0,1,0
DCYTt2pp,1,0,0,0,0
DCYTtex,1,0,0,0,0
DDCAtexi,1,0,0,0,0
DDGALK,0,0,0,0,0
DDGLCNt2rpp,0,0,0,0,0
DDGLCNtex,1,0,0,0,0
DDGLK,0,0,0,0,0
DDPA,1,1,1,1,0
DDPGALA,0,0,0,0,0
DGK1,1,1,1,0,1
DGMPtex,1,0,0,0,0
DGSNt2pp,0,0,0,0,0
DGSNtex,1,0,0,0,0
DHACOAH,1,0,0,0,0
DHAD1,1,1,1,1,0
DHAD2,1,1,1,1,0
DHAPT,0,0,0,1,0
DHAtex,1,0,1,0,1
DHAtpp,1,0,1,0,0
DHBD,1,1,1,1,1
DHBS,1,1,1,1,0
DHBSH,1,1,1,1,0
DHCIND,0,0,0,0,0
DHCINDO,0,0,0,0,0
DHDPRy,1,1,1,1,0
DHDPS,1,1,1,1,0
DHFR,1,1,1,1,1
DHFS,1,0,0,1,0
DHMPTR,0,0,0,0,0
DHNAOT4,1,0,0,1,0
DHNCOAS,1,0,0,1,0
DHNCOAT,1,0,0,1,0
DHNPA2r,1,0,0,1,1
DHNPTE,0,0,0,0,0
DHORD2,1,1,1,1,0
DHORD5,1,1,1,0,0
DHORDfum,1,0,0,0,0
DHORTS,1,1,1,1,1
DHPPD,0,0,0,0,0
DHPPDA2,1,0,0,1,0
DHPS2,1,0,0,1,0
DHPTDCs2,1,1,1,1,0
DHPTDNR,1,0,0,0,0
DHPTDNRN,1,0,0,0,0
DHPTPE,1,0,0,0,0
DHQS,1,1,1,1,0
DHQTi,1,1,1,1,0
DIMPtex,1,0,0,0,0
DINSt2pp,0,0,0,0,0
DINStex,1,0,0,0,0
DKGLCNR1,1,0,0,0,0
DKGLCNR2x,1,0,0,0,0
DKGLCNR2y,1,0,0,0,0
DMATT,1,0,0,0,0
DMPPS,1,0,0,0,0
DMQMT,1,0,0,0,0
DMSOR1,0,0,0,0,0
DMSOR1pp,0,0,0,0,0
DMSOR2,0,0,0,0,0
DMSOR2pp,0,0,0,0,0
DMSOtex,1,0,0,0,0
DMSOtpp,1,0,0,0,0
DMStex,1,0,0,0,0
DNMPPA,1,0,0,1,0
DNTPPA,1,0,0,1,0
DOGULNR,0,0,0,0,0
DOPAtex,1,0,0,0,0
DOXRBCNtex,1,1,1,1,1
DOXRBCNtpp,1,1,1,1,0
DPCOAK,1,0,0,1,0
DPR,1,0,0,0,0
DRPA,0,1,1,1,0
DSBAO1,0,0,0,0,0
DSBAO2,0,0,0,0,0
DSBCGT,1,0,0,0,0
DSBDR,0,0,0,0,0
DSBGGT,1,0,0,0,0
DSERDHr,1,1,1,0,1
DSERt2pp,1,0,0,0,0
DSERtex,1,0,0,0,0
DTARTD,0,0,0,0,0
DTMPK,1,0,0,0,1
DTMPtex,1,0,0,0,0
DUMPtex,1,0,0,0,0
DURADx,1,0,0,0,0
DURIK1,0,0,0,1,0
DURIPP,1,1,1,1,1
DURIt2pp,1,0,0,0,0
DURItex,1,0,0,0,0
DUTPDP,1,1,1,1,0
DXPRIi,1,0,0,1,0
DXPS,1,0,0,1,0
DXYLK,0,0,0,0,0
E4PD,1,0,0,1,1
EAR100x,1,1,1,1,0
EAR100y,1,1,1,1,0
EAR120x,1,1,1,1,0
EAR120y,1,1,1,1,0
EAR121x,1,1,1,1,0
EAR121y,1,1,1,0,0
EAR140x,1,1,1,1,0
EAR140y,1,1,1,1,0
EAR141x,1,1,1,1,0
EAR141y,1,1,1,1,0
EAR160x,1,1,1,1,0
EAR160y,1,1,1,1,0
EAR161x,1,1,1,1,0
EAR161y,1,1,1,0,0
EAR180x,1,1,1,0,0
EAR180y,1,1,1,1,0
EAR181x,1,1,1,1,0
EAR181y,1,1,1,0,0
EAR40x,1,1,1,1,0
EAR40y,1,1,1,0,0
EAR60x,1,1,1,1,0
EAR60y,1,1,1,1,0
EAR80x,1,1,1,1,0
EAR80y,1,1,1,0,0
ECA4COLIPAabctex,1,0,1,1,0
ECA4OALpp,1,0,1,1,0
ECAP1pp,0,0,1,1,0
ECAP2pp,0,0,1,1,0
ECAP3pp,0,0,1,1,0
ECAtpp,0,0,1,1,0
ECOAH1,0,0,1,1,1
ECOAH2,0,0,1,1,1
ECOAH3,0,0,1,1,1
ECOAH4,0,0,1,1,1
ECOAH5,0,0,1,1,1
ECOAH6,0,0,0,1,1
ECOAH7,0,0,1,1,1
ECOAH8,0,1,1,1,1
EDA,1,1,1,1,0
EDD,1,1,1,1,0
EDTXS1,1,1,1,1,0
EDTXS2,1,1,1,1,0
EDTXS3,0,1,1,1,0
EDTXS4,1,1,1,1,0
EGMEACPR,1,0,0,0,0
ENLIPAabctex,1,1,1,1,0
ENO,1,1,1,1,1
ENTCS,1,1,1,1,0
ENTERES,1,1,1,1,0
ENTERES2,1,1,1,1,0
EPMEACPR,1,0,0,0,0
ETHAAL,0,0,1,1,0
ETHAt2pp,1,0,0,0,0
ETHAtex,1,1,1,1,1
ETHSO3abcpp,0,0,0,0,0
ETHSO3tex,1,0,0,0,0
ETOHtex,1,1,1,1,1
ETOHtrpp,1,1,1,1,1
F6PA,0,0,0,1,1
F6PP,0,0,0,0,0
F6Pt6_2pp,0,0,0,0,0
F6Ptex,1,0,0,0,0
FA100ACPHi,0,0,0,1,0
FA120ACPHi,0,0,0,1,0
FA140ACPHi,0,0,0,0,0
FA141ACPHi,0,0,0,1,0
FA160ACPHi,0,0,0,0,0
FA161ACPHi,0,0,0,0,0
FA80ACPHi,0,0,0,1,0
FACOAE100,0,0,1,1,0
FACOAE120,0,0,0,1,0
FACOAE140,0,0,1,1,0
FACOAE141,0,0,0,1,0
FACOAE160,0,0,0,1,0
FACOAE161,0,1,1,1,0
FACOAE180,0,0,0,1,0
FACOAE181,0,0,1,1,0
FACOAE60,0,0,1,1,0
FACOAE80,0,0,1,1,0
FACOAL100t2pp,0,0,0,0,0
FACOAL120t2pp,0,0,1,1,0
FACOAL140t2pp,0,0,1,1,0
FACOAL141t2pp,0,0,1,1,0
FACOAL160t2pp,0,0,1,1,0
FACOAL161t2pp,0,0,1,1,0
FACOAL180t2pp,0,1,1,1,0
FACOAL181t2pp,0,1,1,1,0
FACOAL60t2pp,0,0,0,0,0
FACOAL80t2pp,0,0,0,0,0
FADRx,1,1,1,1,0
FADRx2,1,1,1,1,0
FALDH2,0,0,0,0,0
FALDtex,1,0,0,0,0
FALDtpp,1,0,0,0,0
FALGTHLs,1,0,0,0,0
FBA,1,1,1,1,1
FBA3,1,1,1,1,1
FBP,1,1,1,1,0
FCI,0,0,0,0,0
FCLK,0,0,0,0,0
FCLPA,0,0,0,0,0
FCLT,1,1,1,1,0
FDH4pp,0,0,0,1,0
FDH5pp,0,0,0,0,0
FDMO,0,0,0,0,0
FDMO2,0,0,0,0,0
FDMO3,0,0,0,0,0
FDMO4,0,0,0,0,0
FDMO6,0,0,0,0,0
FE2abcpp,1,1,1,0,0
FE2t2pp,0,0,0,0,0
FE2t3pp,1,1,1,1,0
FE2tex,1,1,1,1,1
FE2tpp,0,0,0,1,0
FE3DCITabcpp,1,0,0,0,0
FE3DCITtonex,1,0,0,0,0
FE3DHBZR,1,0,0,0,0
FE3DHBZSabcpp,0,0,0,0,0
FE3DHBZStonex,1,0,0,0,0
FE3HOXR1,1,0,0,1,0
FE3HOXR2,1,1,0,1,0
FE3HOXR3,1,0,1,1,0
FE3HOXUtex,1,1,1,1,0
FE3HOXUtpp,1,1,1,1,0
FE3HOXabcpp,0,1,1,1,0
FE3HOXexs,1,1,1,1,0
FE3HOXtonex,1,1,1,1,0
FE3Ri,1,1,1,1,0
FE3abcpp,1,1,0,1,0
FE3tex,1,1,1,1,1
FECRMR1,1,0,0,0,0
FECRMR2,1,0,1,0,0
FECRMR3,1,0,0,0,0
FECRMUtex,1,0,1,0,0
FECRMUtpp,1,0,1,0,0
FECRMabcpp,0,0,1,0,0
FECRMexs,1,0,1,0,0
FECRMtonex,1,0,1,0,0
FEENTERR1,1,0,0,0,0
FEENTERR2,1,0,0,0,0
FEENTERR3,1,0,0,0,0
FEENTERabcpp,0,1,1,1,0
FEENTERexs,1,1,1,1,0
FEENTERtex,1,1,1,1,0
FEENTERtonex,1,1,1,1,0
FEENTERtpp,1,1,1,1,0
FEOXAMR1,1,1,1,0,0
FEOXAMR2,1,1,1,1,0
FEOXAMR3,1,1,1,0,0
FEOXAMUtex,1,1,1,1,0
FEOXAMUtpp,1,1,1,1,0
FEOXAMabcpp,0,1,1,1,0
FEOXAMexs,1,1,1,1,0
FEOXAMtonex,1,1,1,1,0
FEROpp,1,1,1,1,1
FESD1s,1,0,0,1,0
FESD2s,1,0,0,0,0
FESR,0,0,0,1,0
FFSD,1,0,0,0,0
FHL,0,0,0,0,0
FLDR2,0,0,0,1,1
FLVR,1,1,1,1,0
FLVRx,1,1,1,1,0
FMETTRS,1,0,0,0,0
FMNAT,1,0,0,0,0
FMNRx,1,1,1,1,0
FMNRx2,1,1,1,1,0
FOMETRi,0,1,1,0,1
FORCT,0,0,0,0,0
FORt2pp,1,1,1,0,0
FORtex,1,1,1,1,1
FORtppi,1,1,1,1,1
FRD2,0,0,0,0,1
FRD3,0,0,1,0,1
FRUK,0,0,0,0,0
FRULYSDG,0,0,0,0,0
FRULYSE,0,0,0,0,0
FRULYSK,0,0,0,0,0
FRULYSt2pp,0,0,0,0,0
FRULYStex,1,0,0,0,0
FRUURt2rpp,1,0,0,0,0
FRUURtex,1,0,0,0,0
FRUpts2pp,1,0,0,0,0
FRUptspp,0,0,0,0,0
FRUtex,1,0,0,0,0
FTHFD,1,1,1,1,0
FTHFLi,1,0,0,1,0
FUCtex,1,0,0,0,0
FUCtpp,1,0,0,0,0
FUM,1,1,1,1,1
FUMt2_2pp,1,0,0,0,0
FUMt2_3pp,1,0,0,0,0
FUMtex,1,0,0,0,0
FUSAtex,1,1,1,0,1
FUSAtpp,1,1,1,0,0
G1PACT,1,1,1,1,0
G1PPpp,1,0,0,0,0
G1PTT,1,1,1,1,0
G1Ptex,1,0,0,0,0
G1SAT,1,1,1,1,1
G2PP,1,0,0,0,0
G2PPpp,0,0,0,0,0
G3PAT120,1,0,1,1,0
G3PAT140,1,0,0,0,0
G3PAT141,1,0,1,0,0
G3PAT160,1,0,0,1,0
G3PAT161,1,0,0,1,0
G3PAT180,1,1,0,1,0
G3PAT181,1,0,0,0,0
G3PCabcpp,0,0,0,0,0
G3PCtex,1,0,0,0,0
G3PD2,1,1,1,1,1
G3PD5,0,0,0,0,0
G3PD6,0,0,0,0,0
G3PD7,0,0,0,0,0
G3PEabcpp,0,0,0,0,0
G3PEtex,1,1,1,1,1
G3PGabcpp,0,0,0,0,0
G3PGtex,1,0,1,0,1
G3PIabcpp,0,0,0,0,0
G3PItex,1,0,0,0,0
G3PSabcpp,0,0,0,0,0
G3PStex,1,0,0,0,0
G3PT,0,0,0,1,0
G5SADs,1,1,1,1,0
G5SD,1,1,1,0,0
G6PDA,0,0,0,0,1
G6PDH2r,1,1,1,1,1
G6PP,0,0,0,0,0
G6Pt6_2pp,0,0,0,0,0
G6Ptex,1,0,0,0,0
GAL1PPpp,1,0,0,0,0
GAL1Ptex,1,0,0,0,0
GALBDtex,1,0,0,0,0
GALCTD,0,0,0,0,0
GALCTLO,1,0,0,0,0
GALCTND,0,0,0,0,0
GALCTNLt2pp,1,0,0,0,0
GALCTNLtex,1,0,0,0,0
GALCTNt2pp,0,0,0,0,0
GALCTNtex,1,0,0,0,0
GALCTt2rpp,0,0,0,0,0
GALCTtex,1,0,0,0,0
GALKr,0,0,0,0,0
GALM2pp,1,0,0,0,0
GALS3,0,0,0,0,0
GALT1,1,1,1,1,0
GALTptspp,1,0,0,0,0
GALTtex,1,0,0,0,0
GALURt2rpp,0,0,0,0,0
GALURtex,1,0,0,0,0
GALUi,1,1,1,1,0
GALabcpp,0,0,0,0,0
GALt2pp,1,0,0,0,0
GALtex,1,0,0,0,0
GAM6Pt6_2pp,0,0,0,0,0
GAMAN6Ptex,1,0,0,0,0
GAMptspp,1,0,0,0,0
GAMtex,1,0,0,0,0
GAPD,1,1,1,1,1
GARFT,1,1,1,0,1
GART,1,1,1,1,1
GBBTNtex,1,0,0,0,0
GCALDD,1,0,0,0,0
GDMANE,1,0,0,0,0
GDPDPK,1,1,1,0,0
GDPMNH,1,0,0,0,0
GDPMNP,0,0,0,0,0
GDPTPDP,1,1,1,0,0
GDPtex,1,0,0,0,0
GF6PTA,1,1,1,1,1
GGGABADr,0,0,1,0,1
GGGABAH,0,0,1,0,0
GGPTRCO,0,0,1,0,0
GGPTRCS,1,0,1,0,0
GHBDHx,0,0,0,0,0
GHMT2r,1,1,1,1,1
GK1,1,1,1,0,1
GLBRAN2,1,1,1,0,1
GLCATr,0,0,0,0,0
GLCDpp,1,1,1,1,0
GLCNt2rpp,0,1,1,1,1
GLCNtex,1,1,1,0,1
GLCP,1,1,1,0,1
GLCP2,1,1,1,0,1
GLCRAL,0,0,0,0,0
GLCRD,0,0,0,0,0
GLCRt2rpp,0,0,0,0,0
GLCRtex,1,0,0,0,0
GLCS1,1,1,1,0,1
GLCTR1,1,1,1,1,0
GLCTR2,1,1,1,1,0
GLCTR3,1,1,1,1,0
GLCUR1Ptex,1,0,0,0,0
GLCURt2rpp,0,0,0,0,0
GLCURtex,1,0,0,0,0
GLCabcpp,1,0,0,1,0
GLCptspp,1,1,1,1,1
GLCt2pp,1,1,1,1,1
GLCtex_copy1,1,1,1,1,1
GLCtex_copy2,1,1,1,1,1
GLDBRAN2,1,1,1,0,1
GLGC,1,1,1,0,1
GLNS,1,1,1,1,1
GLNTRS,1,0,0,0,0
GLNabcpp,1,0,0,0,0
GLNtex,1,0,0,0,0
GLTPD,1,0,0,0,0
GLU5K,1,1,1,0,0
GLUABUTt7pp,1,1,1,1,1
GLUCYS,1,1,1,1,0
GLUDC,1,1,1,1,0
GLUDy,1,1,1,1,1
GLUN,0,0,0,0,0
GLUNpp,0,0,0,0,0
GLUPRT,1,1,1,1,0
GLUR,1,1,1,1,1
GLUSy,1,1,1,0,1
GLUTRR,1,1,1,1,0
GLUTRS,1,1,1,1,0
GLUabcpp,1,0,0,0,0
GLUt2rpp,0,0,0,1,1
GLUt4pp,0,0,0,0,0
GLUtex,1,1,1,0,1
GLXCL,0,0,1,1,0
GLYALDtex,1,0,1,1,1
GLYALDtpp,0,0,1,1,1
GLYAT,0,1,1,1,1
GLYBabcpp,0,0,0,0,0
GLYBt2pp,1,0,0,0,0
GLYBtex,1,0,0,0,0
GLYC2Pabcpp,0,0,0,0,0
GLYC2Ptex,1,0,0,0,0
GLYC3Pabcpp,0,0,0,1,0
GLYC3Pt6pp,0,0,0,0,0
GLYC3Ptex,1,1,1,1,1
GLYCAt2rpp,0,0,1,1,1
GLYCAtex,1,0,1,1,1
GLYCDx,0,0,1,1,0
GLYCK,0,0,0,1,0
GLYCK2,0,0,0,0,0
GLYCL,1,1,1,1,1
GLYCLTDx,1,1,1,0,1
GLYCLTDy,1,1,1,0,0
GLYCLTt2rpp,1,1,1,0,1
GLYCLTt4pp,0,0,0,0,0
GLYCLTtex,1,1,1,0,1
GLYCTO2,0,0,0,0,0
GLYCTO3,0,0,0,0,0
GLYCTO4,0,0,0,0,0
GLYCtex,1,1,1,0,1
GLYCtpp,0,0,0,1,1
GLYK,0,0,0,1,0
GLYOX,0,0,1,0,0
GLYOX3,1,0,0,1,0
GLYTRS,1,0,0,0,0
GLYt2pp_copy1,1,1,1,0,1
GLYt2pp_copy2,1,1,1,0,1
GLYt4pp,0,0,0,0,0
GLYtex,1,1,1,0,1
GMAND,0,0,0,0,0
GMHEPAT,1,1,1,1,0
GMHEPK,1,1,1,1,0
GMHEPPA,1,1,1,1,0
GMPR,1,1,1,0,0
GMPS2,1,1,1,1,0
GMPtex,1,0,0,0,0
GND,1,1,1,1,1
GNK,0,0,0,1,0
GOFUCR,1,0,0,0,0
GP4GH,0,0,0,0,0
GPDDA1,0,0,0,0,0
GPDDA1pp,0,0,0,0,0
GPDDA2,0,0,1,1,0
GPDDA2pp,0,1,1,1,0
GPDDA3,0,0,0,0,0
GPDDA3pp,0,0,0,0,0
GPDDA4,0,0,1,0,0
GPDDA4pp,0,0,0,0,0
GPDDA5,0,0,0,0,0
GPDDA5pp,0,0,0,0,0
GRTT,1,0,0,0,0
GRXR,1,1,1,0,0
GSNK,1,1,1,0,0
GSNt2pp,0,0,0,0,0
GSNtex,1,0,0,0,0
GSPMDA,1,1,1,0,0
GSPMDS,1,1,1,0,0
GTHOXtex,1,0,0,0,0
GTHOr,1,1,1,0,1
GTHPi,0,0,0,0,0
GTHRDHpp,1,1,1,1,0
GTHRDabc2pp,1,1,1,1,0
GTHRDabcpp,0,0,0,0,0
GTHRDtex,1,1,1,1,1
GTHS,1,1,1,1,0
GTPCI,1,0,0,0,0
GTPCII2,1,0,0,0,0
GTPDPDP,1,1,1,0,0
GTPDPK,1,1,1,0,0
GTPHs,1,0,0,0,0
GTPtex,1,0,0,0,0
GUACYC,1,0,0,0,0
GUAD,0,0,0,0,0
GUAPRT,1,1,1,0,0
GUAt2pp,1,1,1,0,0
GUAtex,1,1,1,1,1
GUAtpp,1,1,1,1,0
GUI1,0,0,0,0,0
GUI2,0,0,0,0,0
GUR1PPpp,1,0,0,0,0
H2O2tex,1,0,0,0,0
H2Otex,1,1,1,1,1
H2Otpp,1,1,0,1,1
H2SO,1,0,0,1,0
H2St1pp,1,1,1,1,0
H2Stex,1,1,1,1,1
H2tex,1,0,0,0,0
H2tpp,1,0,0,0,0
HACD1,0,0,1,1,1
HACD2,0,0,1,1,1
HACD3,0,0,1,1,1
HACD4,0,0,1,1,1
HACD5,0,0,1,1,1
HACD6,0,0,0,1,1
HACD7,0,0,1,1,1
HACD8,0,1,1,1,1
HADPCOADH3,1,0,0,0,0
HBZOPT,1,0,0,0,0
HCINNMt2rpp,0,0,0,0,0
HCINNMtex,1,0,0,0,0
HCO3E,1,1,1,1,1
HCYSMT,1,1,1,1,0
HCYSMT2,1,0,0,0,0
HDCAtexi,1,0,0,0,0
HDCEAtexi,1,0,0,0,0
HEMEOS,1,0,0,0,0
HEPK1,1,1,1,1,0
HEPK2,1,1,1,1,0
HEPT1,1,1,1,1,0
HEPT2,1,1,1,1,0
HEPT3,1,1,1,1,0
HEPT4,1,1,1,1,0
HETZK,1,0,0,0,0
HEX1,1,1,1,1,1
HEX4,1,0,0,0,0
HEX7,0,0,0,1,1
HEXt2rpp,1,0,1,1,0
HG2abcpp,0,0,0,0,0
HG2t3pp,1,0,0,0,0
HG2tex,1,0,0,0,0
HISTD,1,1,1,0,0
HISTP,1,1,1,0,0
HISTRS,1,0,0,0,0
HISabcpp,0,0,0,0,0
HISt2rpp,1,1,1,0,1
HIStex,1,1,1,0,1
HKNDDH,0,0,0,0,0
HKNTDH,0,0,0,0,0
HMBS,1,1,1,1,0
HMPK1,1,0,0,0,0
HOMt2pp,0,0,1,1,0
HOMtex,1,0,1,1,1
HOPNTAL,0,0,0,0,0
HPPK2,1,0,0,0,0
HPPPNDO,0,0,0,0,0
HPPPNt2rpp,0,0,0,0,0
HPPPNtex,1,0,0,0,0
HPYRI,0,0,1,0,1
HPYRRx,1,0,1,0,1
HPYRRy,1,0,1,0,0
HSDy,1,1,1,1,1
HSK,1,1,1,1,1
HSST,1,1,1,1,0
HSTPT,1,1,1,0,0
HXAND,0,0,0,1,0
HXAtex,1,0,1,1,1
HXCT,1,0,0,1,0
HXPRT,1,1,1,0,0
HYD1pp,0,0,0,0,0
HYD2pp,0,0,0,0,0
HYD3pp,0,0,0,0,0
HYPOE,1,1,1,0,0
HYXNtex,1,1,1,1,1
HYXNtpp,1,1,1,1,0
Htex,1,1,1,1,1
I2FE2SR,1,0,0,0,0
I2FE2SS,1,0,0,0,0
I2FE2SS2,1,0,0,0,0
I2FE2ST,1,0,0,0,0
I4FE4SR,1,0,0,0,0
I4FE4ST,1,0,0,0,0
ICDHyr,1,1,1,1,1
ICHORS_copy1,1,1,1,1,1
ICHORS_copy2,1,1,1,1,1
ICHORT,1,1,1,1,0
ICL,1,1,1,1,1
ICYSDS,1,0,0,0,0
IDOND,1,1,1,0,0
IDOND2,1,0,0,1,0
IDONt2rpp,1,1,1,1,0
IDONtex,1,1,1,1,1
IG3PS,1,1,1,0,0
IGPDH,1,1,1,0,0
IGPS,1,1,1,1,0
ILETA,1,1,1,1,1
ILETRS,1,0,0,0,0
ILEabcpp,1,1,1,0,0
ILEt2rpp,0,1,1,1,1
ILEtex,1,1,1,1,1
IMPC,1,1,1,1,1
IMPD,1,1,1,1,0
IMPtex,1,0,0,0,0
INDOLEt2pp,0,0,0,1,1
INDOLEt2rpp,0,0,1,1,1
INDOLEtex,1,0,1,1,1
INOSTt4pp,1,0,0,0,0
INSH,0,0,0,0,0
INSK,1,1,1,1,0
INSTtex,1,0,0,0,0
INSt2pp_copy1,0,0,0,0,1
