	EX_hdcea_e	EX_lipoate_e	EX_fe2_e	EX_lys__L_e	EX_nh4_e	EX_skm_e	EX_pi_e	EX_indole_e	EX_uri_e	EX_mn2_e	EX_val__L_e	EX_mobd_e	EX_arg__L_e	EX_duri_e	EX_for_e	EX_ca2_e	EX_ade_e	EX_h2o_e	EX_mg2_e	EX_ni2_e	EX_pro__L_e	EX_met__L_e	EX_zn2_e	EX_feenter_e	EX_pnto__R_e	EX_cobalt2_e	EX_ala__D_e	EX_thm_e	EX_gsn_e	EX_ile__L_e	EX_ptrc_e	EX_g3ps_e	EX_glyc3p_e	EX_leu__L_e	EX_his__L_e	EX_asn__L_e	EX_tyr__L_e	EX_nmn_e	EX_adocbl_e	EX_mmet_e	EX_h_e	EX_no3_e	EX_cu2_e	EX_phe__L_e	EX_succ_e	EX_akg_e	EX_ac_e	EX_cgly_e	EX_gam6p_e	EX_spmd_e	EX_thr__L_e	EX_so4_e	EX_btn_e	EX_adn_e	EX_cytd_e	EX_glyclt_e	EX_gthrd_e	EX_glyc_e	EX_alaala_e	EX_pydx_e	EX_dad_2_e	EX_colipa_e	EX_ocdcea_e	EX_LalaDgluMdap_e	EX_o2_e	EX_ala__L_e	EX_cl_e	EX_k_e	EX_co2_e	EX_hdca_e
0	-7.292114345513937	-0.00023186864632407378	-1.182839254077976	-25.772045451763233	235.6293464145965	-0.137884554970924	611.0568970569545	-4.26901093568631	-10.82834306949644	-0.05085652307786859	-31.78022581343339	-0.010588668178797889	-22.21456210187432	-1.9171672567566702	196.35413189439487	-0.38273784541274836	306.9277969768283	442.1680660227287	-0.6378706458380066	-0.02372789146636478	-16.601640492513866	-11.455934205350786	-0.025041813795269263	-0.01723556937133708	-0.04451878008069343	-0.0018549491699104692	2.0846537088989407	-0.017235569371450765	-18.283306494227986	-21.819303349564052	-2.5714232869297575	-25.61190150675202	-650.1447724152068	-33.835664072904706	-7.11496669977771	-18.103685582931462	-10.356258505728192	-0.17614288160439173	-0.01723556937133708	-0.10341341622824984	226.4659142768221	-590.3182163501439	-0.05209315585773311	-13.913741855617104	491.3801499039045	-549.5362071239399	999.9999999999966	-7.040923312075279	-4.262827771786078	-0.5212407167733772	-56.05277672988723	-0.3188966781447107	-0.0001545790975114869	-33.357512279566436	-12.012187087708298	0.06894227748568937	-0.01723556937133708	0.4957351656859146	0.15071462006346792	-0.01723556937133708	-288.8798758033204	-0.6299871118653755	-3.758281597542691	-2.131413885893153	-135.50215117917912	229.03430400070806	-0.3827378454124073	-14.351896307483798	1000.0000000000001	-9.375376842535502
1	-6.483320156256468	-0.0002061512748241512	-1.0516463695187213	-22.913576752696372	252.26321369720506	-0.12259129137635227	608.022028365868	-3.795519836251515	-9.6273332472515	-0.04521584625865671	-28.255368583649215	-0.009414241546210178	-19.750666461517312	-1.704527456606911	157.34924173210527	-0.34028703749720535	161.64189586770124	478.66234488060513	-0.5671221567980638	-0.02109614711469021	-14.760293836897063	-10.185316030869672	-0.02226433767157232	-0.015323911422001402	-0.039581044749752436	-0.0016492101979110885	1.8534373940576643	-0.015323911422115088	-16.255440315464057	-19.399247255184378	-2.286217636819515	-22.771194938945655	-642.774529241189	-30.082830917090178	-6.325820582358233	-16.09574179463516	-9.20760925188938	-0.15660625170824005	-0.015323911422001402	-0.09194346853325897	33.51498704999756	-521.2734043939827	-0.04631531972381708	-12.370519543068667	530.7313758131559	-582.4371390689137	777.6780512130085	-6.259989608626597	-3.7900224689254856	-0.4634280656058536	-49.83576504262953	-0.283526719853171	-0.00013743418310241395	-29.65771263004615	-10.67987293896067	0.06129564568834667	-0.015323911422115088	0.4407514253852014	0.13399832857828642	-0.015323911422001402	-145.5957334546399	-0.5601130134569985	-3.341437295100718	-1.8950112344627996	-159.73655871992776	157.29241702360923	-0.34028703749709166	-12.760076735227813	1000.0000000000001	-8.335520642665642
2	-6.483320156256468	-0.0002061512748241512	-1.0516463695187213	-22.913576752696372	169.85603093308623	-0.12259129137635227	568.1804466404891	-3.795519836251515	-9.6273332472515	-0.04521584625865671	-28.255368583649215	-0.009414241546210178	-19.750666461517312	-1.704527456606911	330.463473762132	-0.34028703749720535	309.85652839236207	313.8479793523667	-0.5671221567980638	-0.02109614711469021	-14.760293836897063	-10.185316030869672	-0.02226433767157232	-0.015323911422001402	-0.039581044749752436	-0.0016492101979110885	1.8534373940576643	-0.015323911422115088	-16.255440315464057	-19.399247255184378	-2.286217636819515	-22.771194938945655	-602.9329475158097	-30.082830917090178	-6.325820582358233	-16.09574179463516	-9.20760925188938	-0.15660625170824005	-0.015323911422001402	-0.09194346853325897	559.4997988583032	-473.13195616681435	-0.04631531972381708	-12.370519543068667	299.27481781872063	-350.9805810744781	999.9999999999966	-6.259989608626597	-3.7900224689254856	-0.4634280656058536	-49.83576504262953	-0.283526719853171	-0.00013743418310241395	-29.657712630045694	-10.67987293896067	0.06129564568834667	-0.015323911422115088	0.4407514253852014	0.13399832857828642	-0.015323911422001402	-293.81036597930085	-0.5601130134569985	-3.341437295100718	-1.8950112344627996	-182.02790182400383	191.55815156056042	-0.34028703749709166	-12.760076735227813	669.5365262378681	-8.335520642665642
3	-6.483320156256468	-0.0002061512748241512	-1.0516463695187213	-22.913576752696372	215.76605151956733	-0.12259129137635227	451.005872949848	-3.795519836251515	-9.6273332472515	-0.04521584625865671	-28.255368583649215	-0.009414241546210178	-19.750666461517312	-1.704527456606911	275.7312905089418	-0.34028703749720535	268.357589139231	405.6680205253299	-0.5671221567980638	-0.02109614711469021	-14.760293836897063	-10.185316030869672	-0.02226433767157232	-0.015323911422001402	-0.039581044749752436	-0.0016492101979110885	1.8534373940576643	-0.015323911422115088	-16.255440315464057	-19.399247255184378	-2.286217636819515	-22.771194938945655	-485.7583738251674	-30.082830917090178	-6.325820582358233	108.4010759647507	-9.20760925188938	-0.15660625170824005	-0.015323911422001402	-0.09194346853325897	115.13275559150702	-567.8631600751672	-0.04631531972381708	-12.370519543068667	409.01035131514925	-585.212932330294	999.9999999999966	-6.259989608626597	-3.7900224689254856	-0.4634280656058536	-49.83576504262953	-0.283526719853171	-0.00013743418310241395	-29.657712630045125	-10.67987293896067	0.06129564568834667	-0.015323911422115088	0.4407514253852014	0.13399832857828642	-0.015323911422001402	-252.3114267261692	-0.5601130134569985	-3.341437295100718	-1.8950112344627996	-161.4583529227349	-8.614300636339635	-0.34028703749709166	-12.760076735227813	999.9999999999975	-8.335520642665642
4	-6.483320156256468	-0.0002061512748241512	-1.0516463695187213	-22.913576752696372	86.75588278200394	-0.12259129137635227	533.8872437585235	-3.795519836251515	-9.6273332472515	-0.04521584625865671	-28.255368583649215	-0.009414241546210178	-19.750666461517312	-1.704527456606911	718.2749196356594	-0.34028703749720535	240.60102768221702	147.64768305020527	-0.5671221567980638	-0.02109614711469021	-14.760293836897063	-10.185316030869672	-0.02226433767157232	-0.015323911422001402	-0.039581044749752436	-0.0016492101979110885	1.8534373940576643	-0.015323911422115088	-16.255440315464057	-19.399247255184378	-2.286217636819515	-22.771194938945655	-568.6397446338465	-30.082830917090178	-6.325820582358233	191.67076033579212	-9.20760925188938	-0.15660625170824005	-0.015323911422001402	-0.09194346853325897	455.2497368145205	-632.7606079743395	-0.04631531972381708	-12.370519543068667	740.5277346138143	-1000.0	999.9999999999966	-6.259989608626597	-3.7900224689254856	-0.4634280656058536	-49.83576504262953	-0.283526719853171	-0.00013743418310241395	-29.65771263004615	-10.67987293896067	0.06129564568834667	-0.015323911422115088	0.4407514253852014	0.13399832857828642	-0.015323911422001402	-224.55486526915524	-0.5601130134569985	-3.341437295100718	-1.8950112344627996	-114.7389847142515	18.753947258311086	-0.34028703749709166	-12.760076735227813	1000.0000000000001	-8.335520642665642
5	-6.483320156256468	-0.0002061512748241512	-1.0516463695187213	-22.913576752696372	46.98253911273855	-0.12259129137635227	276.4932344846221	-3.795519836251515	-9.6273332472515	-0.04521584625865671	-28.255368583649215	-0.009414241546210178	-19.750666461517312	-1.704527456606911	598.9548886278711	-0.34028703749720535	359.9210586900149	68.10099571167234	-0.5671221567980638	-0.02109614711469021	-14.760293836897063	-10.185316030869558	-0.02226433767157232	-0.015323911422001402	-0.03958104474952506	-0.0016492101979110885	1.8534373940576643	-0.015323911422115088	-16.255440315464057	-19.399247255184378	-2.286217636819515	-22.771194938945655	-311.245735359944	-30.082830917090178	-6.325820582358233	136.03708625707793	-9.20760925188938	-0.15660625170824005	-0.015323911422001402	-0.09194346853325897	656.7650367184303	-462.96596888933357	-0.04631531972381708	-12.370519543068667	796.1614086925283	-1000.0	999.9999999999966	-6.25998960862637	-3.7900224689254856	-0.4634280656058536	-49.83576504262953	-0.283526719853171	-0.00013743418310241395	-29.657712630046717	-10.67987293896067	0.06129564568834667	-0.015323911422115088	0.4407514253852014	0.13399832857828642	-0.015323911422001402	-343.8748962769538	-0.5601130134569985	-3.341437295100718	-1.8950112344627996	-297.81442120795725	5.684341886080801e-13	-0.34028703749709166	-12.760076735227813	1000.0	-8.335520642665642
6	-6.483320156256468	-0.0002061512748241512	-1.0516463695187213	-22.913576752696372	77.7127532116981	-0.12259129137635227	549.3181522271449	-3.795519836251515	-9.6273332472515	-0.04521584625865671	-28.255368583649215	-0.009414241546210178	-19.750666461517312	-1.704527456606911	691.1455309247482	-0.34028703749720535	267.73041639313135	129.56142390959178	-0.5671221567980638	-0.02109614711469021	-14.760293836897063	-10.185316030869672	-0.02226433767157232	-0.015323911422001402	-0.039581044749752436	-0.0016492101979110885	1.8534373940576643	-0.015323911422115088	-16.255440315464057	-19.399247255184378	-2.286217636819515	-22.771194938945655	-584.0706531024637	-30.082830917090178	-6.325820582358233	110.28259420305574	-9.20760925188938	-0.15660625170824005	-0.015323911422001402	-0.09194346853325897	702.069585884735	-530.6308320290027	-0.04631531972381708	-12.370519543068667	821.9159007465512	-1000.0	999.9999999999966	-6.259989608626597	-3.7900224689254856	-0.4634280656058536	-49.83576504262953	-0.283526719853171	-0.00013743418310241395	-29.657712630045125	-10.67987293896067	0.06129564568834667	-0.015323911422115088	0.4407514253852014	0.13399832857828642	-0.015323911422001402	-251.6842539800698	-0.5601130134569985	-3.341437295100718	-1.8950112344627996	-286.01990777286676	88.44363314875397	-0.34028703749709166	-12.760076735227813	999.9999999999975	-8.335520642665642
7	-6.483320156256468	-0.0002061512748241512	-1.0516463695187213	-22.913576752696486	41.35579338123489	-0.12259129137635227	588.4273060399744	-3.795519836251515	-9.6273332472515	-0.04521584625865671	-28.255368583649215	-0.009414241546210178	-19.750666461517312	-1.704527456606911	582.074651433354	-0.34028703749720535	376.80129588452075	56.84750424866729	-0.5671221567980638	-0.02109614711469021	-14.760293836897176	-10.185316030869672	-0.02226433767157232	-0.015323911422001402	-0.03958104474952506	-0.0016492101979110885	1.8534373940576643	-0.015323911422115088	-16.255440315464057	-19.399247255184378	-2.286217636819515	-22.771194938945655	-623.1798069152956	-30.082830917090178	-6.325820582358233	-1.1368683772161603e-13	-9.207609251889494	-0.15660625170824005	-0.015323911422001402	-0.09194346853325897	849.5920900708644	-530.959596588042	-0.04631531972381708	-12.370519543068667	932.1984949496069	-1000.0	999.9999999999966	-6.25998960862637	-3.7900224689254856	-0.4634280656058536	-49.83576504262953	-0.283526719853171	-0.00013743418310241395	-29.657712630045808	-10.67987293896067	0.06129564568834667	-0.015323911422115088	0.4407514253852014	0.13399832857828642	-0.015323911422001402	-360.75513347145886	-0.5601130134569985	-3.341437295100718	-1.8950112344627996	-249.7756584596757	345.6945459443664	-0.34028703749709166	-12.760076735227813	1000.0000000000001	-8.335520642665642
8	-7.691699333652878	-0.0002445743207317719	-1.2476551342076618	-27.1842726863091	165.23995274003516	-0.14544019598963587	653.2669559639701	-4.50293934153342	-11.42170229728356	-0.05364330098723258	-33.521682481968014	-0.01116889397462728	-23.431850409955814	-2.0222220075810355	438.75152922001837	-0.4037106785544893	305.4808564281924	299.79520359240803	-0.6728239559993199	-0.025028105475712437	-17.511358306164084	-12.083683458402675	-0.026414026626071063	-0.01818002449863343	-0.046958269557649146	-0.0019565945648309935	2.198886191835186	-0.01818002449863343	-19.285174328778453	-23.014932718088517	-2.712329215570321	-27.01535335554047	-694.4967242590835	-35.689752309406686	-7.504844552706459	-19.095710755080518	-10.923748980520486	-0.18579495890776343	-0.01818002449863343	-0.10908014699225532	555.327086439969	-566.3563388950628	-0.054947697363786574	-14.676171256873658	731.678426533683	-793.0212532328168	999.9999999999966	-7.426743819658668	-4.496417359650309	-0.5498030727324021	-59.12429303688873	-0.3363712156128713	-0.00016304954704082775	-35.18539929793451	-12.670417253547043	0.07272009799498846	-0.018180024498747116	0.5228998974652086	0.15897330839675305	-0.018180024498747116	-286.4439657972248	-0.664508429098646	-3.964223638001954	-2.248208679825211	-205.1123376722553	268.5763442306999	-0.4037106785542619	-15.138335198054051	1000.0000000000001	-9.889118079564582
9	-6.888526043158322	-0.00021903567790104717	-1.1173740043719818	-24.34566956415574	51.6515279277063	-0.13025321640088805	710.2860822284608	-4.032738875946393	-10.2290391653504	-0.04804182533166568	-30.02132204741895	-0.010002629286418596	-20.985078171498003	-1.811059995977871	744.5554544914338	-0.3615548921623031	252.76931602010904	75.82247465862974	-0.6025671496394125	-0.022414651028611843	-15.682808506998072	-10.821895733273891	-0.023655853202853905	-0.016281652050111006	-0.04205485013812904	-0.0017522854224125695	1.9692767672453328	-0.016281652050224693	-17.271401266219414	-20.61169535273416	-2.4291056668489546	-24.194388922685448	-747.2106057094251	-31.963000319261027	-6.721182785315591	-17.101721627813845	-9.783082525340888	-0.166394103238531	-0.016281652050111006	-0.09768991230066604	1000.0	-473.4999133961031	-0.04921001561331195	-13.143673917998854	945.0626394834228	-1000.0	916.570123089987	-6.651237392203143	-4.026897924538503	-0.4923922037039574	-52.95048788321503	-0.30124706887340835	-0.0001460237852213595	-31.511312245671206	-11.347362324326127	0.06512660820021665	-0.016281652050224693	0.4682982791456425	0.14237319057269815	-0.016281652050111006	-235.7202724728079	-0.5951199365940738	-3.5502762896361446	-2.0134489622690808	-314.22671265537315	303.1482789051554	-0.3615548921620757	-13.557578337156201	875.5510568976106	-8.856488596337272
