	EX_dgsn_e	EX_hdcea_e	EX_fe2_e	EX_lipoate_e	EX_lys__L_e	EX_nh4_e	EX_skm_e	EX_xtsn_e	EX_pyr_e	EX_val__L_e	EX_mn2_e	EX_inost_e	EX_mobd_e	EX_arg__L_e	EX_for_e	EX_h2o_e	EX_ca2_e	EX_ade_e	EX_gam_e	EX_mg2_e	EX_ni2_e	EX_pro__L_e	EX_met__L_e	EX_zn2_e	EX_feenter_e	EX_pnto__R_e	EX_cobalt2_e	EX_thm_e	EX_ile__L_e	EX_ptrc_e	EX_leu__L_e	EX_gly_e	EX_cu_e	EX_his__L_e	EX_asn__L_e	EX_ser__L_e	EX_tyr__L_e	EX_nmn_e	EX_adocbl_e	EX_mmet_e	EX_h_e	EX_no3_e	EX_succ_e	EX_phe__L_e	EX_akg_e	EX_ac_e	EX_cgly_e	EX_spmd_e	EX_amp_e	EX_thr__L_e	EX_thymd_e	EX_ump_e	EX_so4_e	EX_cit_e	EX_btn_e	EX_trp__L_e	EX_cytd_e	EX_gthrd_e	EX_glyc_e	EX_asp__L_e	EX_minohp_e	EX_pydx_e	EX_colipa_e	EX_ocdcea_e	EX_LalaDgluMdap_e	EX_o2_e	EX_xan_e	EX_ala__L_e	EX_cl_e	EX_k_e	EX_co2_e	EX_thym_e	EX_hdca_e
0	-25.01897222664482	0.0	-1.6186034214163771	-0.0003172902681814644	-35.266601781524315	1000.0	-0.18868194614524417	0.0	0.0	-43.48822721064242	-0.06959233215446786	0.0	-0.01448958891362021	-30.398522960238836	1000.0	-390.1810508785911	-0.5237404693448706	82.23478317369741	0.0	-0.8728655277672086	-0.03246937077723652	-22.717771674947397	-15.676360280041612	-0.034267348963598156	-0.02358524326815552	-0.060919731490808156	-0.0025383221454517153	-0.011816415584955688	-29.857648816412166	-3.518749074132444	-46.30089967464838	231.61164730808366	-0.07128454691810233	-9.736157642570962	-24.773178032226923	-62.599841636383005	-14.183327129162853	-0.2410348403959027	-0.02358524326815552	-0.14151145960893316	1000.0	-862.623573840418	0.0	-19.039637122765132	-1000.0	1000.0	999.9764147567319	-0.713268522871932	0.0	-290.408783580453	-2.623461700747075	0.0	-0.4363798821722408	999.9896351845728	-6.810245268835048e-06	994.1582631090884	-16.43753963340894	-1000.0	0.6783665933719709	975.226821967773	0.0	0.0	-0.8620776586490388	0.0	0.0	-1000.0	0.0	947.4058884705782	-0.5237404693448706	-19.639209966205375	1000.0	0.0	-1.1368683772161603e-13
1	-16.137843155852508	0.0	-1.0440384165151877	0.0	-22.747812461458203	1000.0	-0.12170442597118296	0.0	0.0	-28.050960027207324	-0.0448887400723336	0.0	-0.009346135850926602	-19.60778369542572	1000.0	-1000.0	-0.3378252900276535	773.100320247952	0.0	-0.5630194100561843	-0.02094353070244136	-14.653513054798044	-10.111632131096288	-0.02210327018759284	-0.015213053246398775	-0.03929470255569931	-0.001637279273155025	0.0	-19.25890677030427	-2.269678392411155	-29.865201901802525	1000.0	0.0	-6.280057532064958	-74.22232601736427	-581.1043756736577	-9.156211455240618	-0.15547331098072223	-0.015213053246398775	-0.09127831947839272	1000.0	-1000.0	0.0	-12.281027168026698	-1000.0	1000.0	1000.0	-0.46007547575656205	0.0	-514.0393951855334	-1.6921963487754332	0.0	0.0	1000.0	-6.810245268835048e-06	996.2319381927731	-10.602611253133656	-1000.0	0.4375628857506805	999.9999999999985	0.0	0.0	0.0	0.0	0.0	-1000.0	0.0	966.0683421434381	-0.3378252900276535	-12.667766176339859	1000.0	0.0	-1.1368683772161603e-13
2	-70.12913994593507	0.0	-2.7531705529886024	0.0	-24.624554025352634	1000.0	-0.13174529276296898	0.0	0.0	-30.36522223063445	-0.04859215394508898	0.0	-0.010117211383703938	-21.22546639346121	1000.0	-1000.0	-0.36569657497884595	597.570380369274	0.0	-0.6094696755453182	-0.022671415290489844	-15.86245818099882	-11.443895343618104	-0.023926835681168438	-0.0164681615953721	-0.04253659676649861	-0.0017723581986050694	0.0	-20.84780640064178	0.0	-32.32914281120542	1000.0	0.0	-6.798175263782844	-34.59525046463826	-381.18615439742575	-9.91161783266575	-0.16830018060970545	-0.0164681615953721	-0.09885014785287259	1000.0	-1000.0	0.0	-13.294237302961799	-1000.0	1000.0	1000.0	0.0	0.0	-717.7713735829391	-1.8318060465166144	0.0	0.0	1000.0	-6.810245268835048e-06	995.921065302427	-11.477348604616779	-1000.0	0.4736627285772048	999.9999999999985	0.0	0.0	-0.6019371532012483	0.0	0.0	-1000.0	0.0	963.2689102095259	-0.36569657497884595	-13.712883079123971	1000.0	0.0	-1.1368683772161603e-13
3	-73.63203831529596	0.0	-1.831317523905914	0.0	-25.079167858177687	1000.0	-0.08445777473535132	0.0	0.0	-30.92585235181798	-0.05021785990798443	0.0	-0.009672431096201363	-21.617313679328895	1000.0	-1000.0	-0.3781761559625116	588.030095586449	0.0	-0.630286591194227	-0.023461692151979525	-16.15531594839954	-11.338302216744818	-0.024766878655663557	-0.004684389262541501	-0.04243816747411447	-0.0018209281222910435	0.0	-21.232679587762156	0.0	-32.92604857504275	1000.0	0.0	-6.923708357697584	-35.233947808047134	-370.9205299862382	-10.094257916273774	-0.1678580643985029	-0.004684389262541501	-0.051597665892841565	1000.0	-1000.0	0.0	-13.539682040701228	-1000.0	1000.0	1000.0	0.0	0.0	-732.2337151724066	-1.8992526914906054	0.0	0.0	1000.0	-6.810245268835048e-06	995.8457560486606	-11.719781659288993	-1000.0	0.13473395843022953	999.9999999999985	0.0	0.0	-0.17122177972634928	0.0	0.0	-1000.0	0.0	962.5901740214616	-0.3781761559625116	-14.18168547758857	1000.0	0.0	-1.1368683772161603e-13
4	-125.72019960431933	-6.438704690410989	-42.548304603046624	-0.00020473262889762335	-22.75589521355157	1000.0	-0.12174766998445152	0.0	0.0	-28.060927093546784	-0.04490468993821205	0.0	-0.009349456719658134	-19.614750732584966	1000.0	-1000.0	-0.33794532610034356	503.46183386121277	0.0	-0.5632194620973618	-0.02095097235719012	-14.658719740650566	-10.575463945706735	-0.02211112392094332	-0.015218458748056668	-0.03930866474834511	-0.0016378610311809868	-0.015218458748056675	-19.26574984452415	0.0	-29.875813604514583	1000.0	0.0	-6.2822889619332045	-31.9699554212987	-677.5220048577517	-9.144246381293081	-0.15552855375216398	-0.015218458748056668	-0.09131075248833818	1000.0	-1000.0	0.0	-12.285390862259684	-1000.0	1000.0	1000.0	0.0	0.0	-407.04956368516525	-1.6927976199351824	0.0	0.0	1000.0	-6.810245268835048e-06	996.2305993251563	-10.606378572670279	-1000.0	0.4377183605831187	999.9999999999985	0.0	0.0	-0.5562585527148426	-3.3184429375919438	0.0	-1000.0	0.0	965.8157929529639	-0.33794532610034356	-12.672267286666559	1000.0	0.0	-1.1368683772161603e-13
5	-310.94359645113235	0.0	-246.64774044359146	-6.527942753420176e-05	-7.25576485080817	1000.0	0.0	0.0	0.0	-8.947285377074444	-0.014317954439168251	0.0	-0.0029810938573952145	-83.33586661536475	1000.0	-1000.0	-0.10775457504978904	0.0	0.0	-0.17958370514658906	-0.006680261417666647	-4.67396349183049	0.0	-0.007050178173693791	-0.004852437446708997	-0.01253365008656961	-0.0005222354202736141	-0.004852437446708999	-6.142924689823459	0.0	-9.52596574235594	1000.0	-0.014666111386017316	-2.003120993696159	-13.59481070075357	-137.12164593272567	-2.9156621111967658	-0.04959060511724497	-0.004852437446708997	0.0	1000.0	-1000.0	0.0	-3.917222608044845	-904.2019741857796	1000.0	1000.0	0.0	0.0	-893.2452992853445	-0.5397520666619605	0.0	0.0	1000.0	-6.810245268835048e-06	998.7981186998586	-3.381866022836856	-1000.0	520.338386200767	999.9999999999985	0.0	0.0	-0.17736420461042618	0.0	0.0	-1000.0	0.0	989.1719925558574	-0.10775457504978904	-4.040578966275309	1000.0	0.0	-1.1368683772161603e-13
6	-77.75459288431041	0.0	-2.4683819994339458	-0.0001336055507599802	-513.8501678966045	1000.0	0.0	0.0	0.0	-18.312154927897232	-0.029304150800022324	12.158895169850645	-0.006101320151372431	-34.922596548615566	1000.0	-1000.0	-0.22053822912114066	0.0	0.0	-0.36754887014070553	-0.01367230136110464	-9.566068364047409	0.0	-0.014429399482077863	-0.009931345939825195	-0.025652265745912187	-0.0010688444060798416	0.0	-12.572549537615657	0.0	-19.49652360020087	1000.0	-0.030016713737408888	-4.09973086025358	-27.824113043886882	-450.0138975375528	-5.977334200267168	-0.10149568339436144	-0.009931345939825195	0.0	1000.0	-1000.0	0.0	-8.017268284454131	-896.6041791133188	1000.0	1000.0	0.0	0.0	-653.3978991663416	-1.104695228867103	0.0	0.0	1000.0	-6.810245268835048e-06	997.5401436697745	-6.921569162671536	-1000.0	404.9422637061059	999.9999999999985	-12.158895169850645	0.0	-0.36300628141486624	0.0	0.0	-1000.0	0.0	977.848555965464	-0.22053822912114066	-8.269738240206907	1000.0	0.0	-1.1368683772161603e-13
7	-117.46510690853607	0.0	1.3399249304271882e-12	-9.826591163550611e-05	-10.92219056767914	1000.0	0.0	0.0	0.0	-13.46845686997798	-0.021552989952054336	0.0	-0.004487476631354779	-45.77847640438842	1000.0	-1000.0	-0.16220426480634206	0.0	0.0	-0.27032952290927725	-0.010055878290700124	-7.03577376249448	0.0	-0.010612718456634659	-0.007304432764905953	-0.01886705503401422	-0.0007861272930840489	-3.469446951953614e-17	-9.247018816724395	0.0	-14.339551421322863	1000.0	-0.02207707481411037	0.0	-20.539082275800894	-431.4546253851581	-4.396285865357029	0.0	-0.007304432764905953	0.0	1000.0	-1000.0	0.0	-5.896642559511814	-1000.0	1000.0	1000.0	0.0	0.0	-614.2717133186233	-0.812495312706243	0.0	0.0	1000.0	-6.810245268835048e-06	998.1907935455748	-5.09076381818903	-1000.0	294.23060588416917	999.9999999999985	0.0	0.0	-0.2669884819136701	0.0	0.0	-1000.0	0.0	983.7077738932642	-0.16220426480634206	-6.082332377199043	1000.0	0.0	-1.1368683772161603e-13
8	-142.9862129952848	0.0	0.0	-9.66636595761967e-05	-10.744101319454547	1000.0	0.0	0.0	0.0	-13.248850066392954	-0.021201562667045808	0.0	-0.004414307120646317	-45.962146875938224	1000.0	-1000.0	-0.15955948074044202	0.0	0.0	-0.26592172749411713	-0.009891914496630795	-6.921053583215966	0.0	-0.010439675234229244	-0.007185332028497288	-0.0185594226375809	-0.0007733092766095736	0.0	-9.096243693439263	0.0	-14.10574118731608	1000.0	-0.021717102184785526	0.0	-20.130754867480725	-430.79535499270776	-4.324603244559605	-0.07343216005921249	-0.007185332028497288	0.0	1000.0	-1000.0	0.0	-5.800496220188835	-1000.0	1000.0	1000.0	0.0	0.0	-614.1854034876419	0.0	0.0	0.0	1000.0	-6.810245268835048e-06	998.2202931423228	-6.661338147750938e-16	-1000.0	315.79211807031993	999.9999999999985	0.0	0.0	-0.26263516306852647	0.0	0.0	-1000.0	0.0	983.9734230120255	-0.15955948074044202	-5.983158315567988	1000.0	0.0	-1.1368683772161603e-13
9	-89.07490591232822	0.0	0.0	-9.611468306751727e-05	-10.683082946499168	1000.0	0.0	0.0	0.0	-13.173606614144674	-0.02108115381947545	0.0	-0.004389237193416623	-43.71765735964633	1000.0	-1000.0	-0.15865330351678184	0.0	0.0	-0.26441149311874	-0.009835735900575933	-6.881747231178858	0.0	-0.010380385771291866	-0.0071445247746854505	-0.018454019147565785	-0.0007689174645401382	0.0	-9.04458390601951	0.0	-14.025631241310524	1000.0	-0.021593765462502214	0.0	-24.50507921261757	-445.1992419036052	-4.300042767529966	-0.07301512090390361	-0.0071445247746854505	0.0	1000.0	-1000.0	0.0	-5.767553786832508	-1000.0	1000.0	1000.0	0.0	0.0	-601.2957874951176	0.0	0.0	0.0	1000.0	0.0	1000.0	0.0	-1000.0	299.1020591475833	999.9999999999985	0.0	0.0	-0.2611435938944444	0.0	0.0	-1000.0	0.0	984.064441853227	-0.15865330351678184	-5.949178499602427	1000.0	0.0	-1.1368683772161603e-13
